race_id,election_date,state_code,office,jurisdiction,endorsed_candidates,non_person_ballot_options,other_candidates,source_reviewed_candidates,unreviewed_candidates,comparison_count,documented_topics,policy_comparison_count,campaign_frame_comparison_count,agenda_comparison_count,unspecified_comparison_count,paired_evidence_types,agreements,differences_and_emphases,study_status,completeness,identity_review_alert,identity_review_notes
race-98a94ea45af952a751bc,2020-05-19,OR,US House,District 3,Albert Lee,,Charles Rand Barnett | Dane Wilcox | Earl Blumenauer | Matthew S Davis,Albert Lee | Charles Rand Barnett | Dane Wilcox | Earl Blumenauer,Matthew S Davis,3,climate_environment,3,0,0,0,policy_position,"[{""pair"": ""Albert Lee / Dane Wilcox"", ""analysis"": ""Both explicitly support the Green New Deal."", ""comparison_id"": ""cmp-hb03-lee-wilcox-gnd""}, {""pair"": ""Albert Lee / Earl Blumenauer"", ""analysis"": ""Both present climate change as requiring urgent action; the excerpts do not establish identical policy mechanisms."", ""comparison_id"": ""cmp-hb03-lee-blumenauer-climate""}]","[{""pair"": ""Albert Lee / Charles Rand Barnett"", ""relationship"": ""different_strategy"", ""analysis"": ""Lee supports the Green New Deal; Barnett proposes an energy-use tax and remote-work reduction plan. These are different retained climate strategies, not evidence that either opposes the other mechanism. Barnett’s evidence is qualified historical questionnaire context."", ""comparison_id"": ""cmp-hbr-or03-lee-barnett-climate""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-996219411814ef8b62f1,2026-06-02,NM,State Representative,District 60,Luke Alfaro-Jungmann,,,Luke Alfaro-Jungmann,,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-9a964e5d79326deb3255,2026-02-03,MI,State Senate,District 35,Pamela Pugh,,Brandell Adams | Chedrick Greene | Martin L. Blank | Serenity Hope Salak | William Morrone,Pamela Pugh,Brandell Adams | Chedrick Greene | Martin L. Blank | Serenity Hope Salak | William Morrone,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-9b23daac37f99a66baef,2018-06-12,ME,State House,District 39,Mike Sylvester,,,,Mike Sylvester,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-9c0672482c0386144da4,2023-05-02,IN,City-County Council,District 13,Jesse Brown,,Zach Adamson,,Jesse Brown | Zach Adamson,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-9c5f47278f523126e61b,2022-06-28,IL,US House,Illinois District 8,Junaid Ahmed,,Raja Krishnamoorthi,Junaid Ahmed | Raja Krishnamoorthi,,4,campaign_strategy_and_framing | climate_environment | democratic_reform,2,2,0,0,campaign_frame | policy_position,"[{""pair"": ""Junaid Ahmed / Raja Krishnamoorthi"", ""analysis"": ""Both support a transition toward renewable energy. Ahmed specifies an entirely renewable economy and a more confrontational negotiating option; Krishnamoorthi's answer does not specify an identical endpoint or legislative strategy."", ""comparison_id"": ""il22-ahmed-raja-climate""}]","[{""pair"": ""Junaid Ahmed / Raja Krishnamoorthi"", ""relationship"": ""different_mechanism"", ""analysis"": ""Ahmed emphasizes campaign finance, voting access and term limits; Krishnamoorthi emphasizes banning congressional individual-stock trading. These are different, potentially complementary accountability mechanisms, not evidence either opposes the other's proposal."", ""comparison_id"": ""il22-ahmed-raja-accountability""}, {""pair"": ""Junaid Ahmed / Raja Krishnamoorthi"", ""relationship"": ""different_emphasis"", ""analysis"": ""Ahmed separates constituent property-tax concerns, the climate crisis and congressional inaction; Krishnamoorthi foregrounds inflation and household prices. The comparison preserves the distinction between what constituents told candidates and candidates' own stated priorities."", ""comparison_id"": ""il22-ahmed-raja-priorities""}, {""pair"": ""Junaid Ahmed / Raja Krishnamoorthi"", ""relationship"": ""different_strategy"", ""analysis"": ""Ahmed proposes recurring deliberation with randomly sampled constituents and more service funding; Krishnamoorthi highlights town halls and direct service channels. Both describe accessibility, using different engagement methods."", ""comparison_id"": ""il22-ahmed-raja-access""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-9c84c4f62bbebc0b7b7d,2025-06-24,NY,Common Council,Ward 5 (Ithaca),Hannah Shvets,,Deborah Fisher | G. P. Zurenda Jr.,Deborah Fisher | G. P. Zurenda Jr. | Hannah Shvets,,3,campaign_strategy_and_framing | tax_budget,2,1,0,0,campaign_frame | policy_position,[],"[{""pair"": ""Hannah Shvets / G. P. Zurenda Jr."", ""relationship"": ""different_emphasis"", ""analysis"": ""Shvets calls for doing more in Cornell contribution negotiations; Zurenda raises fair-share concerns but cautions against pressing the university during federal uncertainty. The statements differ in urgency and emphasis rather than establishing an absolute pro-/anti-contribution divide."", ""comparison_id"": ""frontier-shvets-zurenda-cornell""}, {""pair"": ""Hannah Shvets / G. P. Zurenda Jr."", ""relationship"": ""different_emphasis"", ""analysis"": ""Shvets explicitly couples affordability with rights and justice; Zurenda foregrounds controlling costs without program cuts. This is a difference in stated framing, not proof of indifference to the other's concerns."", ""comparison_id"": ""frontier-shvets-zurenda-priorities""}, {""pair"": ""Hannah Shvets / Deborah Fisher"", ""relationship"": ""different_emphasis"", ""analysis"": ""Shvets foregrounds Cornell's contribution in this answer; Fisher foregrounds more progressive taxation. These fiscal priorities can coexist. Fisher's retained article was revised after the primary, so the pair remains timing-qualified."", ""comparison_id"": ""frontier-shvets-fisher-revenue""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-9c8b6c97ae90b94029df,2022-05-17,PA,State Representative,District 184,Elizabeth Fiedler,,Michael A. Giangiordano II,,Elizabeth Fiedler | Michael A. Giangiordano II,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-9ca784db2d625d8783bf,2020-06-02,MD,US House,District 5,Mckayla Wilkes,,Briana Urbina | Steny H. Hoyer | Vanessa Marie Hoffman | William Devine III,Briana Urbina | Mckayla Wilkes | Vanessa Marie Hoffman,Steny H. Hoyer | William Devine III,1,healthcare,1,0,0,0,policy_position,"[{""pair"": ""Mckayla Wilkes / Briana Urbina"", ""analysis"": ""Both explicitly support Medicare for All. Wilkes supplies transition and benefit details; the shared proposal does not establish identical implementation."", ""comparison_id"": ""md20-wilkes-urbina-mfa""}]",[],paired_reviewed_evidence,not_a_complete_platform_census,,
race-9d81c90e4175cd261dc2,2022-07-19,MD,State Senate,District 18,Max Socol,,Jeff Waldstreicher,Jeff Waldstreicher | Max Socol,,3,campaign_strategy_and_framing | housing,1,2,0,0,campaign_frame | policy_position,[],"[{""pair"": ""Max Socol / Jeff Waldstreicher"", ""relationship"": ""different_emphasis"", ""analysis"": ""Socol names rent control and social housing as an overhaul; Waldstreicher emphasizes another attempt to pass previously pursued tenant protections. The retained opponent quote does not establish his position on every specific Socol proposal."", ""comparison_id"": ""md22-socol-waldstreicher-housing""}, {""pair"": ""Max Socol / Jeff Waldstreicher"", ""relationship"": ""different_emphasis"", ""analysis"": ""Socol presents the legislature as failing to deliver; Waldstreicher presents ongoing progress threatened by conservative federal forces. These are competing campaign narratives, not independent performance measurements."", ""comparison_id"": ""md22-socol-waldstreicher-progress""}, {""pair"": ""Max Socol / Jeff Waldstreicher"", ""relationship"": ""different_strategy"", ""analysis"": ""Socol emphasizes year-round organizing through the office; Waldstreicher emphasizes renewed legislative efforts with a Democratic governor. These strategies need not be mutually exclusive."", ""comparison_id"": ""md22-socol-waldstreicher-strategy""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-9d82dba19c1d7ed773d0,2020-05-19,OR,US House,District 5,Mark F Gamba,,Blair G Reynolds | Kurt Schrader,Blair G Reynolds | Kurt Schrader | Mark F Gamba,,4,campaign_strategy_and_framing | climate_environment | healthcare,3,1,0,0,campaign_frame | policy_position,"[{""pair"": ""Mark F Gamba / Kurt Schrader"", ""analysis"": ""Both campaigns describe universal healthcare as a goal, although their mechanisms are not shown to be identical. Gamba's separate allegation that Schrader opposes universal care is not substituted for Schrader's own statement."", ""comparison_id"": ""or20-gamba-schrader-health""}, {""pair"": ""Mark F Gamba / Blair G Reynolds"", ""analysis"": ""Both affirm healthcare for everyone. The pamphlet does not establish identical financing, coverage or implementation details."", ""comparison_id"": ""or20-gamba-reynolds-health""}]","[{""pair"": ""Mark F Gamba / Kurt Schrader"", ""relationship"": ""different_mechanism"", ""analysis"": ""Gamba names the Green New Deal; Schrader names rejoining Paris and power-plant emissions legislation. These are distinct named approaches, not a fabricated climate-action-versus-denial split."", ""comparison_id"": ""or20-gamba-schrader-climate""}, {""pair"": ""Mark F Gamba / Blair G Reynolds"", ""relationship"": ""different_emphasis"", ""analysis"": ""Gamba presents climate as the defining issue; Reynolds structures his statement around basic income, healthcare and democratic reform. This is a comparison of stated emphasis in this publication, not a complete campaign-message frequency measure."", ""comparison_id"": ""or20-gamba-reynolds-priorities""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-9ec6691d67b9c9ad482a,2024-05-14,MD,US House,District 5,Andrea L. Crooms,,McKayla Wilkes | Quincy Bareebe | Steny Hoyer,Andrea L. Crooms | Quincy Bareebe | Steny Hoyer,McKayla Wilkes,9,campaign_strategy_and_framing | climate_environment | democratic_reform | immigration | justice_and_public_safety,7,2,0,0,campaign_frame | policy_position,"[{""pair"": ""Andrea L. Crooms / Steny Hoyer"", ""analysis"": ""Both support John Lewis voting-rights protections; Hoyer emphasizes his claimed House record while Crooms also names the Freedom to Vote Act and cybersecurity."", ""comparison_id"": ""md24-crooms-hoyer-voting""}, {""pair"": ""Andrea L. Crooms / Quincy Bareebe"", ""analysis"": ""Both support John Lewis voting-rights legislation. Their additional election-reform proposals differ without establishing opposition."", ""comparison_id"": ""md24-crooms-bareebe-voting""}, {""pair"": ""Andrea L. Crooms / Steny Hoyer"", ""analysis"": ""Both support an assault-weapons ban, although Crooms specifies additional magazine and background-check provisions and Hoyer invokes reinstating the 1994 law. Shared support does not imply identical statutory definitions."", ""comparison_id"": ""md24-crooms-hoyer-guns""}]","[{""pair"": ""Andrea L. Crooms / Steny Hoyer"", ""relationship"": ""different_strategy"", ""analysis"": ""Crooms emphasizes a Green New Deal and local green industry centered on working people; Hoyer emphasizes implementing enacted federal investments and environmental protections. No rejection of the other's approach is inferred."", ""comparison_id"": ""md24-crooms-hoyer-climate""}, {""pair"": ""Andrea L. Crooms / Quincy Bareebe"", ""relationship"": ""different_mechanism"", ""analysis"": ""Crooms names a Green New Deal and green industrial investment; Bareebe names renewables, nuclear energy, transit incentives and polluter penalties. The source does not establish Crooms's position on nuclear power."", ""comparison_id"": ""md24-crooms-bareebe-climate""}, {""pair"": ""Andrea L. Crooms / Steny Hoyer"", ""relationship"": ""different_emphasis"", ""analysis"": ""Both combine legal pathways with enforcement. Crooms emphasizes work visas, employer accountability and humanitarian access; Hoyer emphasizes border security and DREAMers. These elements can coexist."", ""comparison_id"": ""md24-crooms-hoyer-immigration""}, {""pair"": ""Andrea L. Crooms / Quincy Bareebe"", ""relationship"": ""different_scope"", ""analysis"": ""Crooms describes citizenship paths for workers and people facing danger, alongside visa and employer rules. Bareebe specifies work, tax and felony-record conditions for undocumented residents' legal status. The proposals address overlapping but not identical populations and statuses."", ""comparison_id"": ""md24-crooms-bareebe-immigration""}, {""pair"": ""Andrea L. Crooms / Steny Hoyer"", ""relationship"": ""different_emphasis"", ""analysis"": ""Crooms emphasizes professional and public-service expertise oriented toward working people; Hoyer emphasizes legislative leadership and delivery of federal projects and laws."", ""comparison_id"": ""md24-crooms-hoyer-framing""}, {""pair"": ""Andrea L. Crooms / Quincy Bareebe"", ""relationship"": ""different_emphasis"", ""analysis"": ""Crooms presents public-sector legal and environmental expertise; Bareebe presents financial management and care-business experience. These are their stated qualifications rather than independent assessments of competence."", ""comparison_id"": ""md24-crooms-bareebe-framing""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-a036ccb35ff1bcadc510,2022-06-28,NY,State Assembly,District 57,Phara Souffrant Forrest,,Olanike Alabi,Olanike Alabi | Phara Souffrant Forrest,,5,campaign_strategy_and_framing | healthcare | housing | justice_and_public_safety,4,1,0,0,campaign_frame | policy_position,"[{""pair"": ""Phara Souffrant Forrest / Olanike Alabi"", ""analysis"": ""Both support the New York Health Act. Different backgrounds and rhetorical styles do not establish a disagreement on this named healthcare proposal."", ""comparison_id"": ""ny22-forrest-alabi-health""}, {""pair"": ""Phara Souffrant Forrest / Olanike Alabi"", ""analysis"": ""Both affirm Good Cause Eviction protections in their own responses."", ""comparison_id"": ""ny22-forrest-alabi-good-cause""}, {""pair"": ""Phara Souffrant Forrest / Olanike Alabi"", ""analysis"": ""Both support sex-work decriminalization; the shorter response is not treated as opposition or weaker commitment."", ""comparison_id"": ""ny22-forrest-alabi-sex-work""}, {""pair"": ""Phara Souffrant Forrest / Olanike Alabi"", ""analysis"": ""Both answer yes to unarmed mental-health crisis response. This specific agreement does not imply identical positions on every policing issue."", ""comparison_id"": ""ny22-forrest-alabi-crisis""}]","[{""pair"": ""Phara Souffrant Forrest / Olanike Alabi"", ""relationship"": ""different_emphasis"", ""analysis"": ""Forrest emphasizes grassroots movement-building and solidarity; Alabi emphasizes practical, responsive leadership beyond ideology. Their common support for several named policies is preserved alongside this messaging contrast."", ""comparison_id"": ""ny22-forrest-alabi-strategy""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-a0ccc13a066fcae2bee5,2026-08-04,MI,State Representative,District 26,Dylan Wegela,,,Dylan Wegela,,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-a0d0079bd79eae1cceb4,2026-08-11,WI,US House,District 3,Emily Berge,,Rebecca Cooke,Emily Berge | Rebecca Cooke,,1,education,1,0,0,0,policy_position,"[{""pair"": ""Emily Berge / Rebecca Cooke"", ""analysis"": ""Both candidates support public-school funding. Berge calls for fully funding public schools; Cooke calls for changing funding formulas so poorer districts receive more. The shared position does not imply agreement on the level of government, formula design, or other education programs."", ""comparison_id"": ""cmp-wi3-public-school-funding""}]",[],paired_reviewed_evidence,not_a_complete_platform_census,,
race-a0d62e41239ac39f095c,2018-08-07,MI,US House,District 13,Rashida Tlaib,,Bill Wild | Brenda Jones | Coleman A. Young II | Ian Conyers | Shanelle Jackson,,Bill Wild | Brenda Jones | Coleman A. Young II | Ian Conyers | Rashida Tlaib | Shanelle Jackson,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-a15fa79529a2d8246fd8,2020-06-23,NY,US House,District 14,Alexandria Ocasio-Cortez,,Badrun N. Khan | Michelle Caruso-Cabrera | Samuel H. Sloan,Alexandria Ocasio-Cortez | Badrun N. Khan | Michelle Caruso-Cabrera,Samuel H. Sloan,1,economic_policy,1,0,0,0,policy_position,[],"[{""pair"": ""Alexandria Ocasio-Cortez / Michelle Caruso-Cabrera"", ""relationship"": ""different_strategy"", ""analysis"": ""Ocasio-Cortez emphasizes opposition to corporate-favoring relief design; Caruso-Cabrera emphasizes passing the package and pursuing further aid. The reports use overlapping PPP/CARES/relief-bill references, so this records stated legislative strategies rather than inventing a precisely identified common vote or a blanket pro-/anti-relief distinction."", ""comparison_id"": ""ny20-aoc-caruso-relief""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-a225fd571279e925a8f0,2022-03-01,TX,County Commissioner,Travis County Precinct 2,Bob Libal,,Brigid Shea,,Bob Libal | Brigid Shea,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-a392fccdcf3d58c3c5a9,2025-08-05,AZ,City Council,Ward 6 (Tucson),Miranda Schubert,,"James Sinex | Leighton H. Rockafellow, Jr.","James Sinex | Leighton H. Rockafellow, Jr. | Miranda Schubert",,5,campaign_strategy_and_framing | transportation,1,4,0,0,campaign_frame | policy_position,[],"[{""pair"": ""Miranda Schubert / Leighton H. Rockafellow, Jr."", ""relationship"": ""different_strategy"", ""analysis"": ""Schubert's December2024 statement rejects the then-current RTA draft; Rockafellow's July2025 statement backs RTA Next as a funding route. The plan was subject to revision, so this is not coded as explicit disagreement over a verified identical version."", ""comparison_id"": ""az25-schubert-rockafellow-rta""}, {""pair"": ""Miranda Schubert / James Sinex"", ""relationship"": ""different_emphasis"", ""analysis"": ""Schubert emphasizes community organizing and navigating local decisions; Sinex describes an ideas-first campaign. Neither self-description is an independent assessment of competence."", ""comparison_id"": ""az25-schubert-sinex-strategy""}, {""pair"": ""Miranda Schubert / Leighton H. Rockafellow, Jr."", ""relationship"": ""different_emphasis"", ""analysis"": ""Schubert foregrounds values expressed through investment; Rockafellow foregrounds protecting core services during shortfalls. This is a rhetorical distinction, not proof that either rejects fiscal constraints or essential services."", ""comparison_id"": ""az25-schubert-rockafellow-budget""}, {""pair"": ""Miranda Schubert / Leighton H. Rockafellow, Jr."", ""relationship"": ""different_emphasis"", ""analysis"": ""Schubert emphasizes providing places and support for unhoused people; Rockafellow emphasizes an urgent crisis and links it to public safety. His causal language is preserved as his framing, not a verified generalization about unhoused residents."", ""comparison_id"": ""az25-schubert-rockafellow-homelessness""}, {""pair"": ""Miranda Schubert / James Sinex"", ""relationship"": ""different_emphasis"", ""analysis"": ""Schubert stresses the need to provide places for people; Sinex challenges promises of total elimination. The latter is not interpreted as opposing assistance."", ""comparison_id"": ""az25-schubert-sinex-homelessness""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-a47f2c44662b82173189,2017-05-16,PA,Allegheny County Council,Allegheny County Council,Anita Prizio,,,,Anita Prizio,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-a493243e3fd4b72b829f,2026-06-16,DC,Mayor,District of Columbia,Janeese Lewis George,,"Ernest E. Johnson | Gary Goodweather | Hope Solomon | Kenyan R. McDuffie | Rini Sampath | Vincent Orange (""VO"")","Ernest E. Johnson | Gary Goodweather | Hope Solomon | Janeese Lewis George | Kenyan R. McDuffie | Rini Sampath | Vincent Orange (""VO"")",,3,housing,3,0,0,0,policy_position,[],"[{""pair"": ""Janeese Lewis George / Rini Sampath"", ""relationship"": ""different_strategy"", ""analysis"": ""Both support stronger tenant protections, with Lewis George naming rent stabilization and Sampath emphasizing enforcement."", ""comparison_id"": ""cmp-hist-a-14-012""}, {""pair"": ""Janeese Lewis George / Kenyan R. McDuffie"", ""relationship"": ""different_strategy"", ""analysis"": ""Both address housing affordability; Lewis George emphasizes rent stabilization while McDuffie emphasizes accelerated mixed-income production."", ""comparison_id"": ""cmp-hist-a-14-013""}, {""pair"": ""Janeese Lewis George / Vincent Orange (\""VO\"")"", ""relationship"": ""different_strategy"", ""analysis"": ""Both address housing affordability; Lewis George emphasizes rent stabilization while Orange emphasizes trust-fund financing and partnerships."", ""comparison_id"": ""cmp-hist-a-14-014""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-a4c7ce86cc6f9f088e33,2019-06-25,NY,District Attorney,District 22,Tiffany Cabán,,Betty Lugo | Gregory L. Lasak | Jose L. Nieves | Melinda Katz | Mina Malik | Rory I. Lancman,,Betty Lugo | Gregory L. Lasak | Jose L. Nieves | Melinda Katz | Mina Malik | Rory I. Lancman | Tiffany Cabán,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-a4cb4c786c15bc1f06d5,2026-06-23,MD,County Council,District 9 (Prince George's County),Imara Crooms,,Eleanor A. Washington | Jerome Lattisaw | Kim Carter | Leslye Dwight | Lolita E. Walker | Sequan Swint | Sherman Hardy | Tamara Davis Brown,Imara Crooms | Leslye Dwight | Lolita E. Walker | Sequan Swint | Sherman Hardy | Tamara Davis Brown,Eleanor A. Washington | Jerome Lattisaw | Kim Carter,4,development,4,0,0,0,policy_position,"[{""pair"": ""Imara Crooms / Lolita E. Walker"", ""analysis"": ""Both support aligning development with infrastructure and community priorities."", ""comparison_id"": ""cmp-hb14-crooms-walker-development""}, {""pair"": ""Imara Crooms / Sherman Hardy"", ""analysis"": ""Both state that development should not outpace public infrastructure and services."", ""comparison_id"": ""cmp-hb14-crooms-hardy-development""}]","[{""pair"": ""Imara Crooms / Leslye Dwight"", ""relationship"": ""different_emphasis"", ""analysis"": ""Both condition development on community benefit. Crooms emphasizes adequate public facilities; Dwight emphasizes community culture, needs, and wealth."", ""comparison_id"": ""cmp-hb14-crooms-dwight-development""}, {""pair"": ""Imara Crooms / Tamara Davis Brown"", ""relationship"": ""different_strategy"", ""analysis"": ""Crooms conditions development on adequate facilities; Davis Brown emphasizes redirecting growth toward Metro stations and away from sprawl. No opposition to infrastructure alignment is inferred."", ""comparison_id"": ""cmp-hb14-crooms-brown-development""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-a4f6ebb856fb4c3cc6a2,2020-03-17,IL,US House,District 7,Anthony Clark,,Danny K. Davis | Kina Collins | Kristine Schanbacher,Anthony Clark | Danny K. Davis | Kina Collins | Kristine Schanbacher,,9,campaign_strategy_and_framing | climate_environment | healthcare,4,5,0,0,campaign_frame | policy_position,"[{""pair"": ""Anthony Clark / Danny K. Davis"", ""analysis"": ""Clark and incumbent Davis both explicitly support Medicare for All. Their challenger/incumbent roles do not establish a single-payer versus ACA-only divide."", ""comparison_id"": ""il20-clark-davis-health""}, {""pair"": ""Anthony Clark / Kina Collins"", ""analysis"": ""Both support single-payer Medicare for All; Collins also describes organizing for that proposal. The retained registry groups Clark as endorsed for this race, without projecting Collins's later endorsement history backward."", ""comparison_id"": ""il20-clark-collins-health""}, {""pair"": ""Anthony Clark / Danny K. Davis"", ""analysis"": ""Both explicitly name support for a Green New Deal. The statements establish shared support for the named proposal, not identical detailed implementation plans."", ""comparison_id"": ""il20-clark-davis-climate""}, {""pair"": ""Anthony Clark / Danny K. Davis"", ""analysis"": ""Both answer the pressing-issue question through economic inequality and a linked set of reforms. Their different political biographies should not erase this common campaign frame."", ""comparison_id"": ""il20-clark-davis-priority""}]","[{""pair"": ""Anthony Clark / Kristine Schanbacher"", ""relationship"": ""different_strategy"", ""analysis"": ""Clark proposes Medicare for All while Schanbacher proposes an ACA public option with private plans. This compares stated insurance architectures; the answer is not coded as an explicit categorical rejection of every single-payer proposal."", ""comparison_id"": ""il20-clark-schanbacher-health""}, {""pair"": ""Anthony Clark / Danny K. Davis"", ""relationship"": ""different_emphasis"", ""analysis"": ""Clark emphasizes movement-building and collective working-class power; Davis emphasizes his progressive record and constituent mandate. This is a contrast in self-presentation, not proof that one lacks progressive policies."", ""comparison_id"": ""il20-clark-davis-strategy""}, {""pair"": ""Anthony Clark / Kina Collins"", ""relationship"": ""different_emphasis"", ""analysis"": ""Clark organizes his answer around economic inequality as a root cause; Collins foregrounds gun violence, healthcare and criminal justice. The topics overlap and are not mutually exclusive commitments."", ""comparison_id"": ""il20-clark-collins-priority""}, {""pair"": ""Anthony Clark / Kristine Schanbacher"", ""relationship"": ""different_emphasis"", ""analysis"": ""Clark frames economic inequality as the connecting root cause; Schanbacher names hunger reduction as an initial office priority and healthcare as constituents' pressing issue. Neither statement proves indifference to the other's concern."", ""comparison_id"": ""il20-clark-schanbacher-priority""}, {""pair"": ""Anthony Clark / Kristine Schanbacher"", ""relationship"": ""different_emphasis"", ""analysis"": ""Clark emphasizes organizing collective working-class power; Schanbacher emphasizes transferring her human-rights litigation and lobbying experience into legislative results."", ""comparison_id"": ""il20-clark-schanbacher-strategy""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-a5186a12bf492f76df58,2024-06-04,NM,State House,District 18,Anjali Taneja,,Gloria Doherty | Juan Larranaga | Marianna Anaya,,Anjali Taneja | Gloria Doherty | Juan Larranaga | Marianna Anaya,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-a5c9cc4ff2b525bcb410,2018-08-11,HI,US House,District 1,Kaniela Saito Ing,,Beth Keiko Fukumoto | Donna Mercado Kim | Doug S. Chin | Ed Case | Ernest Yorihiko Martin | Sam Puletasi,Beth Keiko Fukumoto | Donna Mercado Kim | Doug S. Chin | Ed Case | Ernest Yorihiko Martin | Kaniela Saito Ing | Sam Puletasi,,9,campaign_strategy_and_framing | climate_environment | healthcare,6,3,0,0,campaign_frame | policy_position,"[{""pair"": ""Kaniela Saito Ing / Beth Keiko Fukumoto"", ""analysis"": ""Both explicitly support a universal single-payer approach. Fukumoto frames it as fiscally practical; Ing places it in a progressive agenda. Their shared proposal is not erased by different rhetoric."", ""comparison_id"": ""hi18-ing-fukumoto-health""}]","[{""pair"": ""Kaniela Saito Ing / Doug S. Chin"", ""relationship"": ""different_emphasis"", ""analysis"": ""Ing names Medicare for All; Chin emphasizes expanding Medicaid/CHIP and protecting existing benefits. The selected Chin answer does not establish opposition to single-payer."", ""comparison_id"": ""hi18-ing-chin-health""}, {""pair"": ""Kaniela Saito Ing / Donna Mercado Kim"", ""relationship"": ""different_strategy"", ""analysis"": ""Ing proposes a universal insurance program; Kim emphasizes preventive care and results-oriented payment reforms. These address different dimensions and can coexist; no blanket opposition is inferred."", ""comparison_id"": ""hi18-ing-kim-health""}, {""pair"": ""Kaniela Saito Ing / Ernest Yorihiko Martin"", ""relationship"": ""different_strategy"", ""analysis"": ""Ing champions Medicare for All, while Martin proposes combining and repairing existing systems. This records their stated reform approaches rather than assuming either rejects every other measure."", ""comparison_id"": ""hi18-ing-martin-health""}, {""pair"": ""Kaniela Saito Ing / Sam Puletasi"", ""relationship"": ""different_emphasis"", ""analysis"": ""Both favor broad Medicare coverage. Ing names Medicare for All; Puletasi's sentence says Medicare should cover all Americans without supplying the full financing design."", ""comparison_id"": ""hi18-ing-puletasi-health""}, {""pair"": ""Kaniela Saito Ing / Beth Keiko Fukumoto"", ""relationship"": ""different_emphasis"", ""analysis"": ""Ing specifies a2035renewable endpoint; Fukumoto names carbon-pricing instruments and renewable deployment. A target and implementation tools are not opposing positions."", ""comparison_id"": ""hi18-ing-fukumoto-climate""}, {""pair"": ""Kaniela Saito Ing / Beth Keiko Fukumoto"", ""relationship"": ""different_emphasis"", ""analysis"": ""Ing emphasizes leading negotiations with a bold progressive vision; Fukumoto emphasizes shared needs and coalitions. Both describe willingness to work with others, so neither is labeled categorically unwilling to compromise."", ""comparison_id"": ""hi18-ing-fukumoto-strategy""}, {""pair"": ""Kaniela Saito Ing / Ernest Yorihiko Martin"", ""relationship"": ""different_emphasis"", ""analysis"": ""Ing emphasizes agenda-setting around progressive policy; Martin emphasizes delegation cohesion and cross-party working relationships."", ""comparison_id"": ""hi18-ing-martin-strategy""}, {""pair"": ""Kaniela Saito Ing / Ed Case"", ""relationship"": ""different_emphasis"", ""analysis"": ""Ing argues for starting with a progressive vision; Case stresses finding agreement after debate. These are distinct stated approaches, not proof of complete ideological opposition."", ""comparison_id"": ""hi18-ing-case-strategy""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-a60764955d622e35ba31,2018-06-05,MT,State House,District 52,Amelia Marquez,,Dusty Deering,,Amelia Marquez | Dusty Deering,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-a65480d7c6c9c2b8e845,2021-05-18,PA,County Commissioner,Lehigh County,Tara Zrinski,,Lori Vargo Heffner | Patti Bruno | Ronald R. Heckman | William McGee,,Lori Vargo Heffner | Patti Bruno | Ronald R. Heckman | Tara Zrinski | William McGee,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
