document_id,url,final_url,publication_date,retrieved_at,retrieved_at_precision,raw_path,sha256,bytes,status,notes,content_type,artifact_kind,title,evidence_status,archive_capture_date,content_encoding,source_id,metadata_document_id,race_id,candidate_name,capture_date,metadata_publication_date,publication_date_basis,rejected_publication_date,date_correction_basis,original_raw_path,source_updated_date,publisher_date_metadata,encoding,metadata_document_ids,copied_from_metadata_document_id,publication_date_precision,archive_date,identity_evidence,publication_date_text,historical_cycle_evidence,publication_month,publication_period_evidence,candidate_document_registration,updated_date,acquisition_url,publisher_record_path,publisher_parent_path,publisher_parent_item_index,publisher_timezone,publisher_record_sha256,publisher_parent_sha256,available_by_date,availability_evidence,discovery_source_id,unbounded_revision_notice,download_url,acquisition_mode,original_metadata_document_id,source_type,version_timing_basis
il08-dan-tully-wttw-followup,https://news.wttw.com/elections/voters-guide/2026-primary/dan-tully,https://news.wttw.com/elections/voters-guide/2026-primary/dan-tully,,2026-09-23T01:52:56.522198+00:00,timestamp,data/raw/policy_pa_il_2026/followup/il08-dan-tully-wttw-followup/902af9c68780c7fea0a08d2ded21e0b04324c8ce91b50811584436a7a7a9b281.html,570bbb62993896834dd6d79924f99e614dc12db0f7789d23e60c871b9616d9e6,62507,timing_unverified,Full candidate questionnaire. Healthcare answer at paragraph 99 is first-person candidate text; the prompt at paragraph 98 is excluded. Pre-primary publication/version is unverified.,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il08-sanjyot-dunung-wttw-followup,https://news.wttw.com/elections/voters-guide/2026-primary/sanjyot-dunung,https://news.wttw.com/elections/voters-guide/2026-primary/sanjyot-dunung,,2026-09-23T01:52:56.665184+00:00,timestamp,data/raw/policy_pa_il_2026/followup/il08-sanjyot-dunung-wttw-followup/42533f41ed9a98dee359ddafe60648268226f9212dd88b2d84eb1d83bd9d167f.html,97696306245be8af7f145bfc156675573ce337211b1ba19ba531731c3bebe588,70219,timing_unverified,Full candidate questionnaire; paragraphs 117-121 are the candidate's healthcare answer. Publication time and the exact version before the primary remain unverified.,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il08-yasmeen-bankole-wttw-followup,https://news.wttw.com/elections/voters-guide/2026-primary/yasmeen-bankole,https://news.wttw.com/elections/voters-guide/2026-primary/yasmeen-bankole,,2026-09-23T01:52:56.714430+00:00,timestamp,data/raw/policy_pa_il_2026/followup/il08-yasmeen-bankole-wttw-followup/e4d457a0d939106a81b420487e3adc2be694caa4587135a114965a98a0bd6cbd.html,84bddcc3282ac007a7145d5e2dc857466b732291fd1849f8fec881719381d0ae,61327,timing_unverified,Full candidate questionnaire; paragraphs 98-99 are the candidate's healthcare answer. Original publication date and pre-primary version are unverified.,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il08-neil-khot-campaign-current,https://neilforcongress.com/priorities/,https://neilforcongress.com/priorities/,,2026-09-23T01:58:26.821911+00:00,timestamp,data/raw/policy_pa_il_2026/followup/il08-neil-khot-campaign-current/6c7e131e08bc77ee227a54f5df2eca2fa3da68aafff8377f976921d68a6bf560.html,6c7e131e08bc77ee227a54f5df2eca2fa3da68aafff8377f976921d68a6bf560,210695,excluded,"Undated live capture retained for provenance. Its complete extracted text matches the subsequently recovered pre-primary archive, which now supports the excerpts; this live copy is not double-counted.",text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il08-melissa-bean-campaign-current,https://www.melissabeanforcongress.com/issues,https://www.melissabeanforcongress.com/issues,,2026-09-23T01:59:33.529899+00:00,timestamp,data/raw/policy_pa_il_2026/followup/il08-melissa-bean-campaign-current/28ab85eaf2602287ff5ad39ca393e7ff5159f12a17bfd5abe70e06f91ed7fa49.html,28ab85eaf2602287ff5ad39ca393e7ff5159f12a17bfd5abe70e06f91ed7fa49,614809,timing_unverified,Official campaign platform for the Illinois 8th District; third-person bullets explicitly follow Melissa Bean will. Publication date is unknown; this is not asserted to be the pre-primary version.,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il08-ryan-vetticad-archive-20260317,https://www.ryanforillinois.com/,https://web.archive.org/web/20260319025455id_/https://www.ryanforillinois.com/,,2026-09-23T02:02:06.739869+00:00,timestamp,data/raw/policy_pa_il_2026/followup/il08-ryan-vetticad-archive-20260317/e2cb37e7235d4777e0ef8431ff173827c3ebff0c0dc1b90be01e664c145a45d5.com,e2cb37e7235d4777e0ef8431ff173827c3ebff0c0dc1b90be01e664c145a45d5,340875,timing_unverified,"Full archived campaign homepage identifies Ryan Vetticad in the footer and contains his first-person platform. Requested March 17 snapshot redirected to March 19 after the primary; the actual final capture date is retained, not backdated.",text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa03-ala-stanford-citystate-413461,https://www.cityandstatepa.com/politics/2026/05/candidate-questionnaire-ala-stanford/413461/?oref=ng-homepage-top-story,https://www.cityandstatepa.com/politics/2026/05/candidate-questionnaire-ala-stanford/413461/?oref=ng-homepage-top-story,2026-05-11,2026-09-23T02:09:44.828847+00:00,timestamp,data/raw/policy_pa_il_2026/followup/pa03-ala-stanford-citystate-413461/a8d46e686c4d5e6a7f5aef861548b815302263a3441fcc200d327a0d340099ef.html,eed88c677ade31eb23337ebfda78051203348a012844b1f191000bf7c383fa48,148257,used,Actual candidate questionnaire and title verified at article 413461. Earlier guessed/indexed article IDs redirected to unrelated publications and are not used. Healthcare answer at paragraph 92.,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa03-cbs-affordability-20260513,https://www.cbsnews.com/philadelphia/news/pennsylvania-primary-2026-third-congressional-district-affordability/,https://www.cbsnews.com/philadelphia/news/pennsylvania-primary-2026-third-congressional-district-affordability/,2026-05-13,2026-09-23T02:09:44.794886+00:00,timestamp,data/raw/policy_pa_il_2026/followup/pa03-cbs-affordability-20260513/c68a65fd6028efeae58a0b6bca128daa3627001bb88b8cfca3e38bd0d0383617.html,3297dcb8a0d4d214212a675518025df781a3203d2fc0c8bf9519d8223eeddeba,676323,used,Published May 13 at 6:32PM EDT in paragraph 142. Paragraph 161 is a direct quotation attributed to Griffith; reporter narration and other candidates' words are not attributed to him.,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa03-shaun-griffith-rendered,https://griffithforcongress.org/,https://griffithforcongress.org/,,2026-09-23T02:08:23.340Z,timestamp,data/raw/policy_pa_il_2026/followup/pa03-shaun-griffith-rendered/db659e630e73ead99952cf0e9c3973476332c7b735974849050f9bcc7a8fab90.html,db659e630e73ead99952cf0e9c3973476332c7b735974849050f9bcc7a8fab90,24595,timing_unverified,"Full visible DOM of the official JavaScript campaign site, rendered in an isolated sandboxed browser. Campaign text is attributable, but publication date and pre-primary version are unverified. Not a video transcript.",text/html,rendered_dom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il08-neil-khot-archive-20260317,https://neilforcongress.com/priorities/,https://web.archive.org/web/20260317005959id_/https://neilforcongress.com/priorities/,,2026-09-23T02:21:35.412569+00:00,timestamp,data/raw/policy_pa_il_2026/followup/il08-neil-khot-archive-20260317/c5e2b7527a9736bba27187a720e8fb0a076766aa222f89baa18b17c0fc55112d.html,c5e2b7527a9736bba27187a720e8fb0a076766aa222f89baa18b17c0fc55112d,210620,used,"Replay retained the requested March 17 00:59:59 UTC capture, before the local Illinois primary day. Complete extracted text matches the reviewed live page, including healthcare paragraphs 47-48. Capture date is not publication date.",text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca-identity-certified-candidates-20260326,https://elections.cdn.sos.ca.gov/statewide-elections/2026-primary/cert-list-candidates.pdf,https://elections.cdn.sos.ca.gov/statewide-elections/2026-primary/cert-list-candidates.pdf,2026-03-26,2026-09-23,date_only,data/raw/policy_ca_2026/ca-certified-candidates-2026-03-26.pdf,f409e8fbef68b56ef7ea4cac8ed1903a5d02fa8a8229666a73861e4b8ea2c03c,1153683,identity_only,"Official identity and party-preference evidence, not a policy source. PDF page 20 lists CA-24; PDF page 21 lists CA-26. Exact acquisition time was not retained.",application/pdf,,"Official Certified List of Candidates, Statewide Direct Primary Election - June 2, 2026",identity_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca26-chris-live-paused,https://www.espinosaforcongress.com/issues,https://www.espinosaforcongress.com/issues,,2026-09-23,date_only,data/raw/policy_ca_2026/ca26-chris-issues.html,60b86185f480981aa51947b9ed2ecf7e56a722dd609d304934a21216d92cc989,98795,excluded,The final body is a site-paused/404 page and contains no policy text. It is not counted as policy evidence. Exact acquisition time was not retained.,text/html,,Chris Espinosa for Congress | CA-26 Democrat,blocked_or_nonpolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca26-chris-issues-20260603205553,https://www.espinosaforcongress.com/issues,https://web.archive.org/web/20260603205553id_/https://www.espinosaforcongress.com/issues,,2026-09-23,date_only,data/raw/policy_ca_2026/ca26-chris-issues-wayback.html,d131e0671fd0bd2b60bdc5d1c46ae0dcb0719ce0de224f3a535158374a56e707,324672,timing_unverified,"Full campaign issues page. A request for the closest capture before June 2 redirected to a June 3 capture, so the policy wording is real but cannot prove its pre-primary state. Exact acquisition time was not retained.",text/html,,Issues — EspinosaForCongress.com,timing_unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca26-jacqui-climate-current,https://jacquiirwin.com/champion-for-our-environment,https://jacquiirwin.com/champion-for-our-environment,,2026-09-23,date_only,data/raw/policy_ca_2026/ca26-jacqui-climate.html,bbd848befe79865a9e8e3756a0e64cba0bbfad129875a18373459d72c287f7d0,295721,timing_unverified,"Candidate-controlled environmental record page with substantive body text. The page is undated and was captured after the primary, so timing is unresolved. Exact acquisition time was not retained.",text/html,,Champion for Our Environment — Jacqui Irwin for Congress,timing_unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca26-liam-signal-403,https://signalscv.com/2026/05/the-signals-california-primary-preview-2/,https://signalscv.com/2026/05/the-signals-california-primary-preview-2/,,2026-09-23,date_only,data/raw/policy_ca_2026/ca26-liam-signal-2026-05.html,b05b7d02e79f00fe4b3d8229ef38854125057d7978ee859c99bba1a63c81216f,1041,excluded,The final body is a 403 page and is not counted as policy evidence. Exact acquisition time was not retained.,text/html,,Error 403 Forbidden,blocked_or_nonpolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca26-liam-vcstar-aol-20260510,https://www.aol.com/articles/meet-9-candidates-26th-congressional-123026000.html,https://www.aol.com/articles/meet-9-candidates-26th-congressional-123026000.html,2026-05-10,2026-09-23,date_only,data/raw/policy_ca_2026/ca26-liam-vcstar-aol-2026-05-10.html,90e1ec1e5ceb870347d1fbc281719d3ac9048b877fdbe3c0832d2d1386260a59,711554,used,"Full dated Ventura County Star candidate questionnaire syndicated by AOL. JSON-LD identifies Tony Biasotti, Ventura County Star, publication 2026-05-10, and the original VC Star URL. The excerpt uses only Hernandez's answer. Exact acquisition time was not retained.",text/html,,Meet the 9 candidates in 26th Congressional District race - AOL,verified_pre_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca26-sasan-platform-current,https://sasansamadzadeh.org/,https://sasansamadzadeh.org/,,2026-09-23,date_only,data/raw/policy_ca_2026/ca26-sasan-platform.html,07d471e5894a5f1529420edb0845b57cfad43d9350a86d828b8a2c72160dd560,862639,timing_unverified,Full candidate platform with substantive policy text. The page is undated and no pre-primary capture was established in the bounded pass. Exact acquisition time was not retained.,text/html,,Sasan Samadzadeh for Congress – CA-26,timing_unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca26-ssfl-candidate-survey-current,https://parentsagainstssfl.com/vote,https://parentsagainstssfl.com/vote,,2026-09-23,date_only,data/raw/policy_ca_2026/ca26-ssfl-candidate-survey.html,d8096caa66e8ed0d0176e10e0871efba2f366123469ffc8c25ce1892098871f8,454139,timing_unverified,Candidate-answer survey containing separate labeled sections for Chris Espinosa and Sonia Kacker. Publication date and exact pre-primary version were not established. Exact acquisition time was not retained.,text/html,,Candidate Survey — PARENTS AGAINST SANTA SUSANA FIELD LAB,timing_unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca26-sonia-campaign-alias-current,https://drsoniaforcongress.com/,https://drsoniaforcongress.com/,,2026-09-23,date_only,data/raw/policy_ca_2026/ca26-sonia-campaign.html,9923a04b33a8d4a699375d9d2028365a42b875850cf87747c3634a8371405410,3657,identity_only,"The server body is a minimal shell, not a complete policy page. Its JSON-LD names the candidate as Dr. Sonia Devgan-Kacker while the official certified list and survey use Sonia Kacker, retaining the registry-to-ballot alias evidence. Exact acquisition time was not retained.",text/html,,Dr. Sonia for Congress | CA-26 in 2026,identity_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca24-helena-issues-current,https://www.pasquarellaforcongress.com/issues,https://www.pasquarellaforcongress.com/issues,,2026-09-23,date_only,data/raw/policy_ca_2026/ca24-helena-issues.html,4eebec9dbabff042fd67782cf01ed4da9527b0ed9193b9e982cae7380ec2c4ee,337179,timing_unverified,"Full focal-candidate issues page. It is undated and the bounded pass did not establish a pre-primary capture. Official party preference is Peace and Freedom, not Democratic. Exact acquisition time was not retained.",text/html,,Issues — Pasquarella for Congress,timing_unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca24-salud-healthcare-current,https://www.saludcarbajal.com/issues/making-health-care-more-affordable,https://www.saludcarbajal.com/issues/making-health-care-more-affordable,,2026-09-23,date_only,data/raw/policy_ca_2026/ca24-salud-healthcare.html,e52047b1c804c0e46a2a0ba62cafbb3d800f16c4c5a1b6e4dec5bb13e86a874a,24044,timing_unverified,"Full candidate-controlled healthcare issue page. It is undated and captured after the primary, so timing is unresolved. Exact acquisition time was not retained.",text/html,,Issue | Issues | Salud Carbajal for Congress,timing_unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca24-sarah-platform-20260504,https://www.sarahbacon.com/sarah-bacon-platform-launch-050426.pdf,https://www.sarahbacon.com/sarah-bacon-platform-launch-050426.pdf,2026-05-04,2026-09-23,date_only,data/raw/policy_ca_2026/ca24-sarah-platform-2026-05-04.pdf,a50ce7532eb16ebc8ce4e377f631af5d2148a0b5ba58ffa2d47faf8f9fa81a90,181724,used,"Original two-page campaign press-release PDF dated May 4, 2026. MIME and PDF body were verified; the excerpt is campaign-authored platform summary text. Exact acquisition time was not retained.",application/pdf,,"Sarah Bacon for Congress Unveils Platform to Fix a Political System Built for the Powerful, Not the People",verified_pre_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca24-sarah-issues-current,https://www.sarahbacon.com/issues,https://www.sarahbacon.com/issues,,2026-09-23,date_only,data/raw/policy_ca_2026/ca24-sarah-issues.html,7438c76e1db9737db0e4f092f7db34092df5c9681fffa127b2c04cc120121913,779542,excluded,"Complete current issues page retained, but the dated original platform PDF supplies the selected pre-primary evidence. Exact acquisition time was not retained.",text/html,,Issues — Sarah Bacon for Congress,timing_unverified_redundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo04-ashleigh-live-current,https://ashleighrogers4congress.com/,https://ashleighrogers4congress.com/,,2026-09-23T04:55:19.193432+00:00,timestamp,data/raw/policy_mo_2026/ashleigh-rogers-current.html,85a3bc07c4d3178079fbe66c7696c785cf35f74df6042595329fcbaa7ec52ee1,161991,timing_unverified,"Full candidate-authored campaign homepage. On the Issues includes first-person policy statements, but original publication date and the pre-primary version are unverified; the indexed August3 archive still returns HTTP500.",text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo01-carl-harris-stlamerican-20260320,https://www.stlamerican.com/news/local-news/carl-harris-enters-race-for-missouris-1st-congressional-district/,https://www.stlamerican.com/news/local-news/carl-harris-enters-race-for-missouris-1st-congressional-district/,2026-03-20,2026-09-23T04:57:03.254185+00:00,timestamp,data/raw/policy_mo_2026/carl-harris-stlamerican-20260320.html,aa999bae7abcc6d24a30d0cf2d622c43ec99414484e1fffd3766cad617690e66,206277,captured_not_excerpted,"Complete dated article contains only reporter narration about campaign themes, no direct candidate quotation or submitted policy answers. Retained as discovery context, not attributed policy text.",text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo01-identity-sos-20260606,https://s1.sos.mo.gov/candidatesonweb/DisplayCandidatesPlacement.aspx?ElectionCode=750006905&OfficeCode=25%20CN%201,https://web.archive.org/web/20260606074525id_/https://s1.sos.mo.gov/CandidatesOnWeb/DisplayCandidatesPlacement.aspx?OfficeCode=25%20CN%201&ElectionCode=750006905,,2026-09-23,date_only,data/raw/policy_mo_2026/mo-sos-2026-cd1-certified-candidates-20260606074525.html,24765cd5388b960132e58b3f190a7d3d5fa60eb346f67b64908f18fb398f287e,23645,identity_only,"Certified candidate list; used only to verify district, party, election and candidate identities. Retrieved_at precision is date-only.",,,,,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo04-identity-sos-20260606,https://s1.sos.mo.gov/candidatesonweb/DisplayCandidatesPlacement.aspx?ElectionCode=750006905&OfficeCode=25%20CN%204,https://web.archive.org/web/20260606074419id_/https://s1.sos.mo.gov/CandidatesOnWeb/DisplayCandidatesPlacement.aspx?OfficeCode=25%20CN%204&ElectionCode=750006905,,2026-09-23,date_only,data/raw/policy_mo_2026/mo-sos-2026-cd4-certified-candidates-20260606074419.html,4128dcb318c978a1a5e9d1396de4ed0f3ef61db23fae993e79484206db1e4745,24097,identity_only,"Certified candidate list; used only to verify district, party, election and candidate identities. Retrieved_at precision is date-only.",,,,,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo01-stlpr-bush-bell-20260724,https://www.stlpr.org/show/st-louis-on-the-air/2026-07-24/missouri-wesley-bell-cori-bush-radio-appearance,https://www.stlpr.org/show/st-louis-on-the-air/2026-07-24/missouri-wesley-bell-cori-bush-radio-appearance,2026-07-24,2026-09-23,date_only,data/raw/policy_mo_2026/mo01-stlpr-bush-bell-2026-07-24.html,a5cafdfc151432cee7830403e17859098f7e7c4182c59efe7bacca535a58ada7,227173,used,Dated joint radio appearance/article. Excerpts use only direct Bush or Bell quotations; reporter descriptions are excluded from stance coding. Retrieved_at precision is date-only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
