excerpt_id,speaker,race_id,election_date,topic,quote,source_url,publication_date,quote_match_locators,source_sha256,reviewed,review_method,representation_kind,representation_review_notes,document_id,role,subtopic,stance,short_exact_quote,locator,notes,canonical_speaker,review_notes,archive_url,capture_date,temporal_evidence_date,ballot_name,ballot_party,identity_resolution,identity_evidence_ids,identity_review_notes,identity_source_ids,identity_evidence_type,comparison_scope,election_timing,timing_status,evidence_status,source_id,metadata_document_id,attribution_notes,election_identity_status,source_status,source_type,metadata_publication_date,publication_month,available_by_date,source_updated_date,version_timing_qualification,candidate_scoped_locators,identity_caveat,official_election_source,official_election_source_status,certified_opponents_status,replaced_source_document_id,candidate_document_registration,source_speaker,identity_review,claim_summary,answer_context,identity_evidence_document_ids
md24-crooms-climate,Andrea L. Crooms,race-9ec6691d67b9c9ad482a,2024-05-14,climate_energy,I support a Green New Deal,https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=,,paragraph 45,b4fe14287eb29d30e858d6fe4a979ebfe9c844b72bbd4d8892378d53e24ad9d4,false,assistant_source_review_not_independent_human_gold,policy_position,,md05-2024-lwv,endorsed_candidate,climate_investment_strategy,green_new_deal_and_green_jobs,I support a Green New Deal,paragraph 45,"Supports a Green New Deal centered on working people, green jobs and industry, with community investment rather than suburban sprawl. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",Andrea L. Crooms,"Assistant source review; Supports a Green New Deal centered on working people, green jobs and industry, with community investment rather than suburban sprawl. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,2b5f61b37d51dadb43787f5e-b4fe14287eb2,,,,candidate_questionnaire,,,,,,paragraph 45 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_detail_results_2024_3_5_Democratic_District%205.html,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9ec6691d67b9c9ad482a', 'candidate_name': 'Andrea L. Crooms', 'role': 'endorsed', 'election_date': '2024-05-14', 'source_type': 'candidate_questionnaire', 'publication_date': None, 'source_url': 'https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=', 'locator': 'paragraph 45'}",,,"Supports a Green New Deal centered on working people, green jobs and industry, with community investment rather than suburban sprawl.",,
md24-crooms-immigration,Andrea L. Crooms,race-9ec6691d67b9c9ad482a,2024-05-14,immigration,Expand legal pathways to citizenship,https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=,,paragraph 45,b4fe14287eb29d30e858d6fe4a979ebfe9c844b72bbd4d8892378d53e24ad9d4,false,assistant_source_review_not_independent_human_gold,policy_position,,md05-2024-lwv,endorsed_candidate,legal_pathways_and_enforcement,expand_work_visas_and_citizenship,Expand legal pathways to citizenship,paragraph 45,"Proposes effective work visas, tracking visa overstays, employer accountability for illegal labor practices, and expanded citizenship paths for workers and people in danger in their home countries. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",Andrea L. Crooms,"Assistant source review; Proposes effective work visas, tracking visa overstays, employer accountability for illegal labor practices, and expanded citizenship paths for workers and people in danger in their home countries. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,2b5f61b37d51dadb43787f5e-b4fe14287eb2,,,,candidate_questionnaire,,,,,,paragraph 45 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_detail_results_2024_3_5_Democratic_District%205.html,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9ec6691d67b9c9ad482a', 'candidate_name': 'Andrea L. Crooms', 'role': 'endorsed', 'election_date': '2024-05-14', 'source_type': 'candidate_questionnaire', 'publication_date': None, 'source_url': 'https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=', 'locator': 'paragraph 45'}",,,"Proposes effective work visas, tracking visa overstays, employer accountability for illegal labor practices, and expanded citizenship paths for workers and people in danger in their home countries.",,
md24-crooms-guns,Andrea L. Crooms,race-9ec6691d67b9c9ad482a,2024-05-14,public_safety,banning the sale of military-style assault weapons,https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=,,paragraph 45,b4fe14287eb29d30e858d6fe4a979ebfe9c844b72bbd4d8892378d53e24ad9d4,false,assistant_source_review_not_independent_human_gold,policy_position,,md05-2024-lwv,endorsed_candidate,assault_weapons_ban,support,banning the sale of military-style assault weapons,paragraph 45,"Supports an assault-weapons sales ban, a limit on magazines over ten rounds and background checks across purchase methods, while affirming gun ownership and her experience as a hunter. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",Andrea L. Crooms,"Assistant source review; Supports an assault-weapons sales ban, a limit on magazines over ten rounds and background checks across purchase methods, while affirming gun ownership and her experience as a hunter. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,2b5f61b37d51dadb43787f5e-b4fe14287eb2,,,,candidate_questionnaire,,,,,,paragraph 45 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_detail_results_2024_3_5_Democratic_District%205.html,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9ec6691d67b9c9ad482a', 'candidate_name': 'Andrea L. Crooms', 'role': 'endorsed', 'election_date': '2024-05-14', 'source_type': 'candidate_questionnaire', 'publication_date': None, 'source_url': 'https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=', 'locator': 'paragraph 45'}",,,"Supports an assault-weapons sales ban, a limit on magazines over ten rounds and background checks across purchase methods, while affirming gun ownership and her experience as a hunter.",,
md24-crooms-framing,Andrea L. Crooms,race-9ec6691d67b9c9ad482a,2024-05-14,campaign_approach,the government working people need,https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=,,paragraph 45,b4fe14287eb29d30e858d6fe4a979ebfe9c844b72bbd4d8892378d53e24ad9d4,false,assistant_source_review_not_independent_human_gold,campaign_frame,,md05-2024-lwv,endorsed_candidate,governing_qualifications,public_service_expertise_for_working_people,the government working people need,paragraph 45,"Presents legal, economic, environmental and public-service experience as preparation to make government serve working people rather than the wealthy. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",Andrea L. Crooms,"Assistant source review; Presents legal, economic, environmental and public-service experience as preparation to make government serve working people rather than the wealthy. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,2b5f61b37d51dadb43787f5e-b4fe14287eb2,,,,candidate_questionnaire,,,,,,paragraph 45 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_detail_results_2024_3_5_Democratic_District%205.html,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9ec6691d67b9c9ad482a', 'candidate_name': 'Andrea L. Crooms', 'role': 'endorsed', 'election_date': '2024-05-14', 'source_type': 'candidate_questionnaire', 'publication_date': None, 'source_url': 'https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=', 'locator': 'paragraph 45'}",,,"Presents legal, economic, environmental and public-service experience as preparation to make government serve working people rather than the wealthy.",,
md24-hoyer-voting,Steny Hoyer,race-9ec6691d67b9c9ad482a,2024-05-14,democratic_reform,John R. Lewis Voting Rights Advancement Act,https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=,,paragraph 46,b4fe14287eb29d30e858d6fe4a979ebfe9c844b72bbd4d8892378d53e24ad9d4,false,assistant_source_review_not_independent_human_gold,policy_position,,md05-2024-lwv,opponent_candidate,john_lewis_voting_rights,support,John R. Lewis Voting Rights Advancement Act,paragraph 46,"Describes House passage of John Lewis voting-rights legislation and promises to continue pursuing voter protections. The claimed legislative record is attributed, not independently audited. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",Steny Hoyer,"Assistant source review; Describes House passage of John Lewis voting-rights legislation and promises to continue pursuing voter protections. The claimed legislative record is attributed, not independently audited. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,c2615d00ecb228b181e525c1-b4fe14287eb2,,,,candidate_questionnaire,,,,,,paragraph 46 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_detail_results_2024_3_5_Democratic_District%205.html,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9ec6691d67b9c9ad482a', 'candidate_name': 'Steny Hoyer', 'role': 'opponent', 'election_date': '2024-05-14', 'source_type': 'candidate_questionnaire', 'publication_date': None, 'source_url': 'https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=', 'locator': 'paragraph 46'}",,,"Describes House passage of John Lewis voting-rights legislation and promises to continue pursuing voter protections. The claimed legislative record is attributed, not independently audited.",,
md24-hoyer-climate,Steny Hoyer,race-9ec6691d67b9c9ad482a,2024-05-14,climate_energy,implement the Investing in America Agenda,https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=,,paragraph 46,b4fe14287eb29d30e858d6fe4a979ebfe9c844b72bbd4d8892378d53e24ad9d4,false,assistant_source_review_not_independent_human_gold,policy_position,,md05-2024-lwv,opponent_candidate,climate_investment_strategy,implement_ira_and_environmental_standards,implement the Investing in America Agenda,paragraph 46,"Emphasizes implementing the Inflation Reduction Act and the Biden administration's investment program, environmental standards, and Chesapeake Bay cleanup. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",Steny Hoyer,"Assistant source review; Emphasizes implementing the Inflation Reduction Act and the Biden administration's investment program, environmental standards, and Chesapeake Bay cleanup. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,c2615d00ecb228b181e525c1-b4fe14287eb2,,,,candidate_questionnaire,,,,,,paragraph 46 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_detail_results_2024_3_5_Democratic_District%205.html,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9ec6691d67b9c9ad482a', 'candidate_name': 'Steny Hoyer', 'role': 'opponent', 'election_date': '2024-05-14', 'source_type': 'candidate_questionnaire', 'publication_date': None, 'source_url': 'https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=', 'locator': 'paragraph 46'}",,,"Emphasizes implementing the Inflation Reduction Act and the Biden administration's investment program, environmental standards, and Chesapeake Bay cleanup.",,
md24-hoyer-immigration,Steny Hoyer,race-9ec6691d67b9c9ad482a,2024-05-14,immigration,"strengthens border security, protects DREAMers",https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=,,paragraph 46,b4fe14287eb29d30e858d6fe4a979ebfe9c844b72bbd4d8892378d53e24ad9d4,false,assistant_source_review_not_independent_human_gold,policy_position,,md05-2024-lwv,opponent_candidate,legal_pathways_and_enforcement,border_security_dreamers_and_citizenship,"strengthens border security, protects DREAMers",paragraph 46,"Supports comprehensive immigration reform combining border security, DREAMer protection and a legal pathway to citizenship. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",Steny Hoyer,"Assistant source review; Supports comprehensive immigration reform combining border security, DREAMer protection and a legal pathway to citizenship. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,c2615d00ecb228b181e525c1-b4fe14287eb2,,,,candidate_questionnaire,,,,,,paragraph 46 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_detail_results_2024_3_5_Democratic_District%205.html,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9ec6691d67b9c9ad482a', 'candidate_name': 'Steny Hoyer', 'role': 'opponent', 'election_date': '2024-05-14', 'source_type': 'candidate_questionnaire', 'publication_date': None, 'source_url': 'https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=', 'locator': 'paragraph 46'}",,,"Supports comprehensive immigration reform combining border security, DREAMer protection and a legal pathway to citizenship.",,
md24-hoyer-guns,Steny Hoyer,race-9ec6691d67b9c9ad482a,2024-05-14,public_safety,a leader in calling for its reinstatement,https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=,,paragraph 46,b4fe14287eb29d30e858d6fe4a979ebfe9c844b72bbd4d8892378d53e24ad9d4,false,assistant_source_review_not_independent_human_gold,policy_position,,md05-2024-lwv,opponent_candidate,assault_weapons_ban,support,a leader in calling for its reinstatement,paragraph 46,"Calls for reinstating the 1994 assault-weapons ban and highlights the Bipartisan Safer Communities Act. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",Steny Hoyer,"Assistant source review; Calls for reinstating the 1994 assault-weapons ban and highlights the Bipartisan Safer Communities Act. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,c2615d00ecb228b181e525c1-b4fe14287eb2,,,,candidate_questionnaire,,,,,,paragraph 46 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_detail_results_2024_3_5_Democratic_District%205.html,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9ec6691d67b9c9ad482a', 'candidate_name': 'Steny Hoyer', 'role': 'opponent', 'election_date': '2024-05-14', 'source_type': 'candidate_questionnaire', 'publication_date': None, 'source_url': 'https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=', 'locator': 'paragraph 46'}",,,Calls for reinstating the 1994 assault-weapons ban and highlights the Bipartisan Safer Communities Act.,,
md24-hoyer-framing,Steny Hoyer,race-9ec6691d67b9c9ad482a,2024-05-14,campaign_approach,how to deliver results for Maryland families,https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=,,paragraph 46,b4fe14287eb29d30e858d6fe4a979ebfe9c844b72bbd4d8892378d53e24ad9d4,false,assistant_source_review_not_independent_human_gold,campaign_frame,,md05-2024-lwv,opponent_candidate,governing_qualifications,seniority_legislation_and_local_delivery,how to deliver results for Maryland families,paragraph 46,"Presents legislative seniority, national lawmaking and Maryland projects as evidence of effective representation. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",Steny Hoyer,"Assistant source review; Presents legislative seniority, national lawmaking and Maryland projects as evidence of effective representation. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,c2615d00ecb228b181e525c1-b4fe14287eb2,,,,candidate_questionnaire,,,,,,paragraph 46 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_detail_results_2024_3_5_Democratic_District%205.html,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9ec6691d67b9c9ad482a', 'candidate_name': 'Steny Hoyer', 'role': 'opponent', 'election_date': '2024-05-14', 'source_type': 'candidate_questionnaire', 'publication_date': None, 'source_url': 'https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=', 'locator': 'paragraph 46'}",,,"Presents legislative seniority, national lawmaking and Maryland projects as evidence of effective representation.",,
md24-bareebe-voting,Quincy Bareebe,race-9ec6691d67b9c9ad482a,2024-05-14,democratic_reform,a strong advocate for the John Lewis Voting Rights Act,https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=,,paragraph 44,b4fe14287eb29d30e858d6fe4a979ebfe9c844b72bbd4d8892378d53e24ad9d4,false,assistant_source_review_not_independent_human_gold,policy_position,,md05-2024-lwv,opponent_candidate,john_lewis_voting_rights,support,a strong advocate for the John Lewis Voting Rights Act,paragraph 44,"Supports John Lewis voting-rights legislation, automatic registration, overturning Citizens United and action against voter intimidation and gerrymandering. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",Quincy Bareebe,"Assistant source review; Supports John Lewis voting-rights legislation, automatic registration, overturning Citizens United and action against voter intimidation and gerrymandering. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,165b1ad5f4e2d4e1142cfb32-b4fe14287eb2,,,,candidate_questionnaire,,,,,,paragraph 44 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_detail_results_2024_3_5_Democratic_District%205.html,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9ec6691d67b9c9ad482a', 'candidate_name': 'Quincy Bareebe', 'role': 'opponent', 'election_date': '2024-05-14', 'source_type': 'candidate_questionnaire', 'publication_date': None, 'source_url': 'https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=', 'locator': 'paragraph 44'}",,,"Supports John Lewis voting-rights legislation, automatic registration, overturning Citizens United and action against voter intimidation and gerrymandering.",,
md24-bareebe-climate,Quincy Bareebe,race-9ec6691d67b9c9ad482a,2024-05-14,climate_energy,renewable and nuclear energy sources,https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=,,paragraph 44,b4fe14287eb29d30e858d6fe4a979ebfe9c844b72bbd4d8892378d53e24ad9d4,false,assistant_source_review_not_independent_human_gold,policy_position,,md05-2024-lwv,opponent_candidate,climate_investment_strategy,renewables_nuclear_transit_and_polluter_penalties,renewable and nuclear energy sources,paragraph 44,"Proposes renewable and nuclear expansion, penalties and license nonrenewal for polluters, and financial incentives to use mass transit. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",Quincy Bareebe,"Assistant source review; Proposes renewable and nuclear expansion, penalties and license nonrenewal for polluters, and financial incentives to use mass transit. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,165b1ad5f4e2d4e1142cfb32-b4fe14287eb2,,,,candidate_questionnaire,,,,,,paragraph 44 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_detail_results_2024_3_5_Democratic_District%205.html,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9ec6691d67b9c9ad482a', 'candidate_name': 'Quincy Bareebe', 'role': 'opponent', 'election_date': '2024-05-14', 'source_type': 'candidate_questionnaire', 'publication_date': None, 'source_url': 'https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=', 'locator': 'paragraph 44'}",,,"Proposes renewable and nuclear expansion, penalties and license nonrenewal for polluters, and financial incentives to use mass transit.",,
md24-bareebe-immigration,Quincy Bareebe,race-9ec6691d67b9c9ad482a,2024-05-14,immigration,should be given a mechanism to achieve legal status,https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=,,paragraph 44,b4fe14287eb29d30e858d6fe4a979ebfe9c844b72bbd4d8892378d53e24ad9d4,false,assistant_source_review_not_independent_human_gold,policy_position,,md05-2024-lwv,opponent_candidate,legal_pathways_and_enforcement,conditional_legalization,should be given a mechanism to achieve legal status,paragraph 44,"Supports easier legal immigration and a legal-status mechanism for undocumented people who work, pay taxes and have no felony convictions. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",Quincy Bareebe,"Assistant source review; Supports easier legal immigration and a legal-status mechanism for undocumented people who work, pay taxes and have no felony convictions. Candidate-submitted answers in the LWV Anne Arundel 2024 primary guide. The guide says responses are printed as submitted with a 500-character limit and a March15 submission deadline. That deadline is not asserted as the publication date; exact publication/version timing remains qualified. PDF page numbers differ from printed page numbers by two. Each quote is scoped to the named candidate's page, not a neighboring candidate.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,165b1ad5f4e2d4e1142cfb32-b4fe14287eb2,,,,candidate_questionnaire,,,,,,paragraph 44 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_detail_results_2024_3_5_Democratic_District%205.html,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9ec6691d67b9c9ad482a', 'candidate_name': 'Quincy Bareebe', 'role': 'opponent', 'election_date': '2024-05-14', 'source_type': 'candidate_questionnaire', 'publication_date': None, 'source_url': 'https://assets.nationbuilder.com/lwvmaryland/pages/525/attachments/original/1712663421/AACPrimaryVG2024_website_4-8-24comp.pdf?1712663421=', 'locator': 'paragraph 44'}",,,"Supports easier legal immigration and a legal-status mechanism for undocumented people who work, pay taxes and have no felony convictions.",,
