statement_key,race_id,candidate_name,election_date,party,role,evidence_status,topic,subtopic,stance,quote,source_url,source_type,published_date,locator,direct_opponent_name,notes
b013a8288f410ebb54651e5e,race-ef838ba30a1ad20d4a10,Greg Hamilton,2017-08-01,,opponent,verified,democracy,campaign_finance,support,"Seattle deserves real leadership, leadership free of ties to special interests or national politics; and that leadership has been missing for decades.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Greg Hamilton statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
b013a8288f410ebb54651e5e,race-ef838ba30a1ad20d4a10,Greg Hamilton,2017-08-01,,opponent,verified,political_strategy,governing,oppose,The current Seattle political class has proven inadequate to these challenges.,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Greg Hamilton statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
b013a8288f410ebb54651e5e,race-ef838ba30a1ad20d4a10,Greg Hamilton,2017-08-01,,opponent,verified,democracy,campaign_finance,support,Seattle cannot move forward until the influence of powerful special interests is reduced and our leaders abandon corrosive identity politics.,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Greg Hamilton statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
b5cb8cabbd24fd4ddca80d58,race-ef838ba30a1ad20d4a10,Jenny Durkan,2017-08-01,,opponent,verified,housing,public_housing,support,"We risk becoming two Seattles, where too many people are pushed out, and too many cannot keep up with rising costs.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Jenny Durkan statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
b5cb8cabbd24fd4ddca80d58,race-ef838ba30a1ad20d4a10,Jenny Durkan,2017-08-01,,opponent,verified,civil_rights,racial_justice,support,I will stand up to Trump and show that our diversity is our strength.,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Jenny Durkan statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
b5cb8cabbd24fd4ddca80d58,race-ef838ba30a1ad20d4a10,Jenny Durkan,2017-08-01,,opponent,verified,public_safety,police_reform,support,"I worked with police officers and community groups - the ACLU, El Centro, OneAmerica, Northwest Immigrant Rights Project - to reform the Seattle Police Department.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Jenny Durkan statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
b5cb8cabbd24fd4ddca80d58,race-ef838ba30a1ad20d4a10,Jenny Durkan,2017-08-01,,opponent,verified,civil_rights,racial_justice,support,"I created a civil rights unit focused on housing discrimination, job discrimination and the rights of returning veterans.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Jenny Durkan statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
b5cb8cabbd24fd4ddca80d58,race-ef838ba30a1ad20d4a10,Jenny Durkan,2017-08-01,,opponent,verified,public_safety,sentencing,support,"I championed criminal justice reforms, including a federal drug court.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Jenny Durkan statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
594fa495c1cc389c72d03a7d,race-ef838ba30a1ad20d4a10,Larry Oberto,2017-08-01,,opponent,verified,tax_budget,public_spending,support,"Seattle benefits when we agree on the priorities together, and those entrusted with your money are held accountable for how it is spent.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Larry Oberto statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
594fa495c1cc389c72d03a7d,race-ef838ba30a1ad20d4a10,Larry Oberto,2017-08-01,,opponent,verified,tax_budget,public_spending,oppose,My metaphor for Seattle’s spending and priorities is “hard earned tax dollars chasing elitist unicorns.”,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Larry Oberto statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
594fa495c1cc389c72d03a7d,race-ef838ba30a1ad20d4a10,Larry Oberto,2017-08-01,,opponent,verified,tax_budget,public_spending,support,"Most importantly, your hard earned tax money will be spent wisely before ever asking for more.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Larry Oberto statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
76b9d8dd5ee644979203c3e5,race-ef838ba30a1ad20d4a10,Mike McGinn,2017-08-01,,opponent,verified,housing,homeownership,support,"Rents and home prices are skyrocketing. And despite incredible wealth in our city, we keep getting hit with new regressive taxes.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Mike McGinn statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
76b9d8dd5ee644979203c3e5,race-ef838ba30a1ad20d4a10,Mike McGinn,2017-08-01,,opponent,verified,housing,public_housing,support,We need to ensure a safe place for every person to sleep at night that is not on the streets or in our parks.,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Mike McGinn statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
76b9d8dd5ee644979203c3e5,race-ef838ba30a1ad20d4a10,Mike McGinn,2017-08-01,,opponent,verified,housing,zoning,support,"The future of our neighborhoods must be determined by renters, homeowners, and small business people - not just dictated by City Hall and big developers.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Mike McGinn statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
76b9d8dd5ee644979203c3e5,race-ef838ba30a1ad20d4a10,Mike McGinn,2017-08-01,,opponent,verified,tax_budget,wealth_tax,support,"Instead of regressive taxes, we should look to new revenue streams, like an income tax on wealthy individuals, or new business taxes on big companies who are benefiting the most.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Mike McGinn statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
76b9d8dd5ee644979203c3e5,race-ef838ba30a1ad20d4a10,Mike McGinn,2017-08-01,,opponent,verified,political_strategy,governing,support,"The strongest way to resist Trump is to put Seattle in a financial position where we are immune to his bullying. We can’t just play defense, we must dedicate our resources to advancing Seattle’s progressive values.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf?rev=39d59fe6d99c4f6cb7365f7888b4532f&hash=3026B72316921D09F634CBF056E9F706,official_voter_guide,,City of Seattle Mayor — Mike McGinn statement,,Exact candidate-authored words in the official August 2017 King County Local Voters’ Pamphlet; primary-period source.
ff49dcbd3bf2818c71d8edd7,race-ef838ba30a1ad20d4a10,Dave Kane,2017-08-01,,opponent,source_unavailable,,,unclear,,,,,,,"Search log: the official August 2017 King County Local Voters’ Pamphlet explicitly says “No statement submitted” for Dave Kane. Searched the candidate name with Seattle mayor/campaign/platform terms, the 2017 Seattle Times candidate guide, official/video voter-guide records, campaign-site traces, and archived web results. No qualifying primary-period first-party exact candidate policy statement was located; election metadata, third-party summaries, and later material were excluded."
9f72ef71208a763a7c5f1a37,race-2d10d6bfeefa457261b9,Nancy Sivitilli,2023-08-01,,opponent,verified,public_safety,police_reform,mixed,"We must do better to address crime, homelessness, and drug use.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Renton Council Position No. 7 — Nancy Sivitilli statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
9f72ef71208a763a7c5f1a37,race-2d10d6bfeefa457261b9,Nancy Sivitilli,2023-08-01,,opponent,verified,education,public_schools,support,Strong education for our youth is key for Renton’s future.,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Renton Council Position No. 7 — Nancy Sivitilli statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
9f72ef71208a763a7c5f1a37,race-2d10d6bfeefa457261b9,Nancy Sivitilli,2023-08-01,,opponent,verified,economic_ownership,regulation,support,"Also, fiscally responsible economic development that supports small business is essential to driving good growth.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Renton Council Position No. 7 — Nancy Sivitilli statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
3f1b6f034d5f419d5f08eb8d,race-b1ff317b20f8edf3ba07,Maritza Rivera,2023-08-01,,opponent,verified,public_safety,police_abolition,oppose,"Unfortunately due to poor decisions and performative posturing by the City Council -- including pledging to defund the police -- our quality of life has eroded, neighborhood small businesses are struggling and our streets are less safe.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Seattle Council District No. 4 — Maritza Rivera statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
3f1b6f034d5f419d5f08eb8d,race-b1ff317b20f8edf3ba07,Maritza Rivera,2023-08-01,,opponent,verified,public_safety,police_reform,support,"I’ll make public safety my top priority. Five-minute response times for priority 911 calls, get guns off our streets, shut down open-air drug markets, address addiction and the mental health crisis.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Seattle Council District No. 4 — Maritza Rivera statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
3f1b6f034d5f419d5f08eb8d,race-b1ff317b20f8edf3ba07,Maritza Rivera,2023-08-01,,opponent,verified,public_safety,police_reform,mixed,"It’s also unacceptable that three years after the murder of George Floyd, Seattle still has no alternative to an armed response to 911 calls. Not all situations require police officers, but many do.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Seattle Council District No. 4 — Maritza Rivera statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
3f1b6f034d5f419d5f08eb8d,race-b1ff317b20f8edf3ba07,Maritza Rivera,2023-08-01,,opponent,verified,housing,public_housing,support,I will bring people together to build more affordable housing and address the homelessness crisis.,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Seattle Council District No. 4 — Maritza Rivera statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
24824f87b3e4f4ac31e56640,race-b1ff317b20f8edf3ba07,George Artem,2023-08-01,,opponent,verified,political_strategy,democratic_party,mixed,"I have found myself agreeing with more of what Washington State Republicans have to say and aligning with moderate conservatives like Justice Sandra Day O’Connor. However, in truth I’m a pragmatist that prefers solutions over parties.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Seattle Council District No. 4 — George Artem statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
24824f87b3e4f4ac31e56640,race-b1ff317b20f8edf3ba07,George Artem,2023-08-01,,opponent,verified,public_safety,sentencing,mixed,"take action on drug possession, change our politics around policing",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Seattle Council District No. 4 — George Artem statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
24824f87b3e4f4ac31e56640,race-b1ff317b20f8edf3ba07,George Artem,2023-08-01,,opponent,verified,housing,zoning,support,"make rent affordable, and cut red tape and permitting costs so that Seattle can build",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Seattle Council District No. 4 — George Artem statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source. Repeated excerpt coded separately for its housing and permitting claim.
24824f87b3e4f4ac31e56640,race-b1ff317b20f8edf3ba07,George Artem,2023-08-01,,opponent,verified,political_strategy,governing,support,I believe in small government and local control.,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Seattle Council District No. 4 — George Artem statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
e4d85fb327a2789c30c60436,race-b1ff317b20f8edf3ba07,Ken Wilson,2023-08-01,,opponent,verified,climate_energy,emissions,support,"Smart planning can improve livability, protect the environment and tree canopy, increase quality of life, and prevent many of the problems we face today due to shortsightedness.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Seattle Council District No. 4 — Ken Wilson statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
e4d85fb327a2789c30c60436,race-b1ff317b20f8edf3ba07,Ken Wilson,2023-08-01,,opponent,verified,housing,zoning,support,"I will work to safeguard growth that provides affordable housing for all stages and ages, and benefits neighborhoods without overstressing existing infrastructure.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Seattle Council District No. 4 — Ken Wilson statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
e4d85fb327a2789c30c60436,race-b1ff317b20f8edf3ba07,Ken Wilson,2023-08-01,,opponent,verified,public_safety,police_reform,support,"On Council, I’ll be your advocate for public safety, restoring police staffing to needed levels, and will make decisions that improve Seattle’s livability.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Seattle Council District No. 4 — Ken Wilson statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
e4d85fb327a2789c30c60436,race-b1ff317b20f8edf3ba07,Ken Wilson,2023-08-01,,opponent,verified,economic_ownership,regulation,support,"I’ll work to improve 911 response times, uplift and support our local businesses, and reestablish accountability in City Hall.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf?rev=4da2e5dd18064d3b8b438bbfed0afcfb&hash=A1CB2A0172AD99C147E7F8A18F652D14,official_voter_guide,,City of Seattle Council District No. 4 — Ken Wilson statement,,Exact candidate-authored words in the official August 2023 King County Local Voters’ Pamphlet; primary-period source.
9dbedb06da2805d8b7e4fb0d,race-8fc9beee4a94871c9105,Zachary DeWolf,2019-08-06,,opponent,verified,education,public_schools,mixed,"These students’ housing status and how they get around absolutely affects their public education, but schools alone cannot address their needs and opportunity gaps.",https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:22:53–00:23:00",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
9dbedb06da2805d8b7e4fb0d,race-8fc9beee4a94871c9105,Zachary DeWolf,2019-08-06,,opponent,verified,climate_energy,emissions,support,What we do now must create positive and sustainable and meaningful solutions for today and seven generations into the future.,https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:23:19–00:23:25",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
9dbedb06da2805d8b7e4fb0d,race-8fc9beee4a94871c9105,Zachary DeWolf,2019-08-06,,opponent,verified,public_safety,police_reform,support,"In alliance with our friends from Chinatown-International District, we expanded law-enforcement assisted diversion to both our neighborhoods.",https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:23:33–00:23:39",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
9dbedb06da2805d8b7e4fb0d,race-8fc9beee4a94871c9105,Zachary DeWolf,2019-08-06,,opponent,verified,housing,tenant_rights,support,We created the country’s first renters’ commission.,https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:23:39–00:23:40",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
9dbedb06da2805d8b7e4fb0d,race-8fc9beee4a94871c9105,Zachary DeWolf,2019-08-06,,opponent,verified,labor,union_rights,support,"I was proud this year to lead on bringing community workforce agreements to Seattle public schools, a first in the state.",https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:23:59–00:24:04",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
81498f7e41799038ba801dde,race-8fc9beee4a94871c9105,Pat Murakami,2019-08-06,,opponent,verified,labor,union_rights,support,"I will expand opportunities for apprenticeships, create a website to help individuals navigate all the training and educational opportunities available, and ensure protections for workers across all industries.",https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:25:14–00:25:25",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
81498f7e41799038ba801dde,race-8fc9beee4a94871c9105,Pat Murakami,2019-08-06,,opponent,verified,housing,homeownership,support,I will start a home-buying program to help those now excluded from ownership and protect seniors from being taxed out of their homes.,https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:25:27–00:25:34",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
81498f7e41799038ba801dde,race-8fc9beee4a94871c9105,Pat Murakami,2019-08-06,,opponent,verified,tax_budget,wealth_tax,support,I will tax out-of-state or -country real-estate purchases to pay for affordable units rather than taxing us and assess fees on Seattle’s many empty apartments and commercial space.,https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:25:34–00:25:45",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
81498f7e41799038ba801dde,race-8fc9beee4a94871c9105,Pat Murakami,2019-08-06,,opponent,verified,housing,zoning,support,I will bring an end to inadequate in-lieu fees and demand affordable units in new development.,https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:25:45–00:25:50",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
81498f7e41799038ba801dde,race-8fc9beee4a94871c9105,Pat Murakami,2019-08-06,,opponent,verified,healthcare,public_health,support,I will fight for on-demand mental health and drug treatment.,https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:26:03–00:26:07",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
80fda00dcd25d76663633c25,race-8fc9beee4a94871c9105,Ami Nguyen,2019-08-06,,opponent,verified,housing,tenant_rights,support,"As a former tenant’s rights attorney, I fought against slumlords and illegal evictions, allowing families to remain housed and live in better conditions.",https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:30:57–00:31:05",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
80fda00dcd25d76663633c25,race-8fc9beee4a94871c9105,Ami Nguyen,2019-08-06,,opponent,verified,healthcare,public_health,support,"I’m advocating for barrier-free treatment so that our family, friends, and neighbors can receive the help they need to address their mental health and addiction struggles.",https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:31:29–00:31:40",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
80fda00dcd25d76663633c25,race-8fc9beee4a94871c9105,Ami Nguyen,2019-08-06,,opponent,verified,climate_energy,transit,support,"I want to ensure that our streets are safe for walking, biking, busing, and driving.",https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:31:39–00:31:47",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
80fda00dcd25d76663633c25,race-8fc9beee4a94871c9105,Ami Nguyen,2019-08-06,,opponent,verified,climate_energy,emissions,support,"By working together, we can save lives from traffic accidents and improve health by reducing carbon emission.",https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:31:55–00:32:01",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
80fda00dcd25d76663633c25,race-8fc9beee4a94871c9105,Ami Nguyen,2019-08-06,,opponent,verified,housing,homeownership,support,I know that we can work together to ensure that seniors can age in place and residents can afford to stay in Seattle.,https://archive.org/details/Video_Voters_Guide_-_2019_Primary_-_City_of_Seattle_Seattle_School_District,video_voter_guide,2019-07-20,"Video Voters’ Guide, 00:32:01–00:32:08",,Exact candidate-spoken words in the official Seattle Channel 2019 Primary Video Voters’ Guide; transcript checked against the timed video captions.
fabda7c97fe8e8692250877b,race-2d10d6bfeefa457261b9,Michael Westgaard,2023-08-01,,endorsed,verified,labor,union_rights,support,"Coming from a union background, I saw the difference that union representation made in providing stability.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf,official_voter_guide,,"p. 30, Michael Westgaard statement",,Official candidate-submitted statement printed verbatim in the King County 2023 primary voters’ pamphlet.
fabda7c97fe8e8692250877b,race-2d10d6bfeefa457261b9,Michael Westgaard,2023-08-01,,endorsed,verified,public_safety,police_reform,oppose,The war on drugs has failed.,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf,official_voter_guide,,"p. 30, Michael Westgaard statement",,Official candidate-submitted statement printed verbatim in the King County 2023 primary voters’ pamphlet.
fabda7c97fe8e8692250877b,race-2d10d6bfeefa457261b9,Michael Westgaard,2023-08-01,,endorsed,verified,housing,public_housing,support,"We can expand treatment options, build housing, and serve people in need by addressing issues with compassion.",https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2023/08/edition-1.pdf,official_voter_guide,,"p. 30, Michael Westgaard statement",,Official candidate-submitted statement printed verbatim in the King County 2023 primary voters’ pamphlet.
