race_id,candidate_name,election_date,party,role,evidence_status
race-896b7a238243a848b1c2,John Glenn,2018-08-28,Democratic,opponent,verified
race-896b7a238243a848b1c2,Ken Clark,2018-08-28,Democratic,opponent,verified
race-896b7a238243a848b1c2,Marcus Ferrell,2018-08-28,Democratic,endorsed,source_unavailable
race-8a21811bb8adfcdf5f46,Carolyn Delvecchio Hoffman,2023-06-27,Democratic,endorsed,source_unavailable
race-8a99a689340f254d2852,Brianna K. Thomas,2021-08-03,Nonpartisan,opponent,verified
race-8a99a689340f254d2852,Corey Eichner,2021-08-03,Nonpartisan,opponent,source_unavailable
race-8a99a689340f254d2852,Corey Eichner,2021-08-03,Nonpartisan,opponent,verified
race-8a99a689340f254d2852,Lindsay McHaffie,2021-08-03,Nonpartisan,opponent,source_unavailable
race-8a99a689340f254d2852,Lindsay McHaffie,2021-08-03,Nonpartisan,opponent,verified
race-8a99a689340f254d2852,Nikkita Oliver,2021-08-03,Nonpartisan,endorsed,source_unavailable
race-8a99a689340f254d2852,Nikkita Oliver,2021-08-03,Nonpartisan,endorsed,verified
race-8a99a689340f254d2852,Rebecca L. Williamson,2021-08-03,Nonpartisan,opponent,verified
race-8a99a689340f254d2852,Sara Nelson,2021-08-03,Nonpartisan,opponent,source_unavailable
race-8a99a689340f254d2852,Sara Nelson,2021-08-03,Nonpartisan,opponent,verified
race-8a99a689340f254d2852,Xtian Gunther,2021-08-03,Nonpartisan,opponent,source_unavailable
race-8a99a689340f254d2852,Xtian Gunther,2021-08-03,Nonpartisan,opponent,verified
race-8b1ddd5292021f9f794c,Oscar Brewer Jr.,2023-06-27,Democratic,endorsed,source_unavailable
race-8b1ddd5292021f9f794c,Santos Cruz,2023-06-27,Democratic,opponent,source_unavailable
race-8b7a8f7e7882f4f63dbb,Eon Huntley,2026-06-23,Democratic,endorsed,verified
race-8b7a8f7e7882f4f63dbb,Michael Bailey,2026-06-23,Democratic,opponent,verified
race-8b7a8f7e7882f4f63dbb,Stefani L. Zinerman,2026-06-23,Democratic,opponent,source_unavailable
race-8bb4a2d445ddc18ae3ff,Fleming El-Amin,2022-05-17,Democratic,opponent,source_unavailable
race-8bb4a2d445ddc18ae3ff,Gardenia Henley,2022-05-17,Democratic,opponent,source_unavailable
race-8bb4a2d445ddc18ae3ff,Malishai Woodbury,2022-05-17,Democratic,opponent,source_unavailable
race-8bb4a2d445ddc18ae3ff,Phil Carter,2022-05-17,Democratic,endorsed,source_unavailable
race-8bb4a2d445ddc18ae3ff,Tonya D. McDaniel,2022-05-17,Democratic,opponent,source_unavailable
race-8bba9144ce654761bfce,Colin Smith,2022-06-28,Democratic,opponent,verified
race-8bba9144ce654761bfce,Dana Levenberg,2022-06-28,Democratic,opponent,verified
race-8bba9144ce654761bfce,Vanessa Agudelo,2022-06-28,Democratic,endorsed,verified
race-8c1736034dcd6cd4f3ba,Catherina Gioino,2021-06-22,Democratic,opponent,source_unavailable
race-8c1736034dcd6cd4f3ba,John J. Ciafone,2021-06-22,Democratic,opponent,source_unavailable
race-8c1736034dcd6cd4f3ba,Leonardo T. Bullaro,2021-06-22,Democratic,opponent,source_unavailable
race-8c1736034dcd6cd4f3ba,Tiffany Caban,2021-06-22,Democratic,endorsed,verified
race-8c3d7b6db38bb41e2be2,Brandon A. Vollmer,2025-08-05,Nonpartisan,opponent,source_unavailable
race-8c3d7b6db38bb41e2be2,Joe Bushnell,2025-08-05,Nonpartisan,opponent,source_unavailable
race-8c3d7b6db38bb41e2be2,Zev Cook,2025-08-05,Nonpartisan,endorsed,source_unavailable
race-8c8777f6b2110f814f34,Alexander H. Anderson,2021-09-14,Nonpartisan,opponent,source_unavailable
race-8c8777f6b2110f814f34,Becca Miller,2021-09-14,Nonpartisan,endorsed,source_unavailable
race-8c8777f6b2110f814f34,Judith Pineda Neufeld,2021-09-14,Nonpartisan,opponent,source_unavailable
race-8c8777f6b2110f814f34,Maria Koutsoubaris,2021-09-14,Nonpartisan,opponent,source_unavailable
race-8d1e88972b7232ea26d0,Chuck Nelson,2021-05-18,Democratic,opponent,source_unavailable
race-8d1e88972b7232ea26d0,Cory Diloreto,2021-05-18,Democratic,opponent,verified
race-8d1e88972b7232ea26d0,Elspeth Koehle,2021-05-18,Democratic,endorsed,source_unavailable
race-8d1e88972b7232ea26d0,Jasmine Flores,2021-05-18,Democratic,opponent,source_unavailable
race-8d1e88972b7232ea26d0,Kendrick Tate,2021-05-18,Democratic,opponent,verified
race-8d1e88972b7232ea26d0,Liz Allen,2021-05-18,Democratic,opponent,source_unavailable
race-8d1e88972b7232ea26d0,Marcus P. Yuille,2021-05-18,Democratic,opponent,verified
race-8d1e88972b7232ea26d0,"Maurice ""Mo"" Troop",2021-05-18,Democratic,opponent,source_unavailable
race-8dbe7e847ee21df8fe5f,Ayana Taylor,2026-08-11,Democratic,opponent,source_unavailable
race-8dbe7e847ee21df8fe5f,Douglas McCrory,2026-08-11,Democratic,opponent,source_unavailable
race-8dbe7e847ee21df8fe5f,Maryam Khan,2026-08-11,Democratic,endorsed,source_unavailable
race-8e0b684ada7986ee77fc,Beatriz C. Gomez Mouakad,2021-09-14,Nonpartisan,opponent,source_unavailable
race-8e0b684ada7986ee77fc,Tessa Bridge,2021-09-14,Nonpartisan,endorsed,source_unavailable
race-8e0b684ada7986ee77fc,Todd E. Easton,2021-09-14,Nonpartisan,opponent,source_unavailable
race-8fa8aa6966350616c680,Maia Pearson,2024-08-13,Democratic,endorsed,source_unavailable
race-8fa8aa6966350616c680,Maia Pearson,2024-08-13,Democratic,endorsed,verified
race-8fa8aa6966350616c680,Shelia Stubbs,2024-08-13,Democratic,opponent,source_unavailable
race-8fa8aa6966350616c680,Shelia Stubbs,2024-08-13,Democratic,opponent,verified
race-8fc9beee4a94871c9105,Ami Nguyen,2019-08-06,,opponent,source_unavailable
race-8fc9beee4a94871c9105,Ami Nguyen,2019-08-06,,opponent,verified
race-8fc9beee4a94871c9105,Egan Orion,2019-08-06,,opponent,source_unavailable
race-8fc9beee4a94871c9105,Egan Orion,2019-08-06,,opponent,verified
race-8fc9beee4a94871c9105,Kshama Sawant,2019-08-06,,endorsed,verified
race-8fc9beee4a94871c9105,Logan Bowers,2019-08-06,,opponent,source_unavailable
race-8fc9beee4a94871c9105,Logan Bowers,2019-08-06,,opponent,verified
race-8fc9beee4a94871c9105,Pat Murakami,2019-08-06,,opponent,source_unavailable
race-8fc9beee4a94871c9105,Pat Murakami,2019-08-06,,opponent,verified
race-8fc9beee4a94871c9105,Zachary DeWolf,2019-08-06,,opponent,source_unavailable
race-8fc9beee4a94871c9105,Zachary DeWolf,2019-08-06,,opponent,verified
race-9041fe23eca88c27b6bf,Paige Kreisman,2020-05-19,Democratic,endorsed,source_unavailable
race-9041fe23eca88c27b6bf,Rob Nosse,2020-05-19,Democratic,opponent,verified
race-9065e448b7091dd55686,Dean Phillips,2024-03-05,Democratic-Farmer-Labor,opponent,source_unavailable
race-9065e448b7091dd55686,Joseph R. Biden Jr.,2024-03-05,Democratic-Farmer-Labor,opponent,source_unavailable
race-9065e448b7091dd55686,Marianne Williamson,2024-03-05,Democratic-Farmer-Labor,opponent,source_unavailable
race-9065e448b7091dd55686,Uncommitted,2024-03-05,Democratic-Farmer-Labor,endorsed,source_unavailable
race-9172cee3bc57bf96a6c8,Diana C. Moreno,2026-06-23,Democratic,endorsed,source_unavailable
race-9172cee3bc57bf96a6c8,Kevin Coenen,2026-06-23,Democratic,opponent,source_unavailable
race-9172cee3bc57bf96a6c8,Mary Jobaida,2026-06-23,Democratic,opponent,source_unavailable
race-92bef0369296358f5e9b,Todd Scott,2022-08-09,Democratic-Farmer-Labor,opponent,source_unavailable
race-92bef0369296358f5e9b,Todd Scott,2022-08-09,Democratic-Farmer-Labor,opponent,verified
race-92bef0369296358f5e9b,Zaynab Mohamed,2022-08-09,Democratic-Farmer-Labor,endorsed,source_unavailable
race-92bef0369296358f5e9b,Zaynab Mohamed,2022-08-09,Democratic-Farmer-Labor,endorsed,verified
race-92d9ab18d64e4a42b737,Diana DeGette,2026-06-30,Democratic,opponent,verified
race-92d9ab18d64e4a42b737,Melat Kiros,2026-06-30,Democratic,endorsed,verified
race-92d9ab18d64e4a42b737,Wanda James,2026-06-30,Democratic,opponent,source_unavailable
race-93787fac3bcf83084723,Farrah Chaichi,2026-05-19,Democratic,endorsed,verified
race-93787fac3bcf83084723,Johan Arteaga Cruz,2026-05-19,Democratic,opponent,source_unavailable
race-93787fac3bcf83084723,Johan Arteaga Cruz,2026-05-19,Democratic,opponent,verified
race-93cd6092eff8fe9e79f6,Jacob Wilson,2025-09-16,Nonpartisan,opponent,source_unavailable
race-93cd6092eff8fe9e79f6,"Willie Burnley, Jr.",2025-09-16,Nonpartisan,endorsed,verified
race-9400e70ef79c1129b61c,Gwendolyn Hosea-Mimms,2025-08-05,Nonpartisan,opponent,source_unavailable
race-9400e70ef79c1129b61c,Gwendolyn Hosea-Mimms,2025-08-05,Nonpartisan,opponent,verified
race-9400e70ef79c1129b61c,James Alberson,2025-08-05,Nonpartisan,opponent,source_unavailable
race-9400e70ef79c1129b61c,James Alberson,2025-08-05,Nonpartisan,opponent,verified
race-9400e70ef79c1129b61c,Michael Westgaard,2025-08-05,Nonpartisan,endorsed,source_unavailable
race-9400e70ef79c1129b61c,Michael Westgaard,2025-08-05,Nonpartisan,endorsed,verified
race-9488fafc0bceacab9ee9,Christine E. Corrado,2021-06-22,Democratic,opponent,source_unavailable
race-9488fafc0bceacab9ee9,Jaclyn Richard,2021-06-22,Democratic,opponent,source_unavailable
race-9488fafc0bceacab9ee9,Robin Wilt,2021-06-22,Democratic,endorsed,verified
race-95a691a9cb8491b42328,Ala Stanford,2026-05-19,Democratic,opponent,source_unavailable
race-95a691a9cb8491b42328,Ala Stanford,2026-05-19,Democratic,opponent,verified
race-95a691a9cb8491b42328,Chris Rabb,2026-05-19,Democratic,endorsed,verified
race-95a691a9cb8491b42328,Sharif Street,2026-05-19,Democratic,opponent,source_unavailable
race-95a691a9cb8491b42328,Sharif Street,2026-05-19,Democratic,opponent,verified
race-95a691a9cb8491b42328,Shaun Griffith,2026-05-19,Democratic,opponent,source_unavailable
race-95a691a9cb8491b42328,Shaun Griffith,2026-05-19,Democratic,opponent,verified
race-963c37b83b359ddc79cb,Amber Fellows,2026-08-04,Democratic,endorsed,verified
race-963c37b83b359ddc79cb,Nicole A. Brown,2026-08-04,Democratic,opponent,verified
race-96505629f7ffc39a5c0e,Laith Shaaban,2023-02-28,Nonpartisan,opponent,source_unavailable
race-96505629f7ffc39a5c0e,Rossana Rodriguez,2023-02-28,Nonpartisan,endorsed,verified
race-96505629f7ffc39a5c0e,Samie Martinez,2023-02-28,Nonpartisan,opponent,verified
race-97cfab5130640c94bcc2,Cenk Uygur,2024-04-02,Democratic,opponent,source_unavailable
race-97cfab5130640c94bcc2,Dean Phillips,2024-04-02,Democratic,opponent,verified
race-97cfab5130640c94bcc2,Joe Biden,2024-04-02,Democratic,opponent,verified
race-97cfab5130640c94bcc2,Marianne Williamson,2024-04-02,Democratic,opponent,verified
race-97cfab5130640c94bcc2,Uncommitted,2024-04-02,Democratic,endorsed,source_unavailable
race-980dc8b6fade3efe9c74,Andrew Yang,2020-03-03,Democratic,opponent,verified
race-980dc8b6fade3efe9c74,Bernie Sanders,2020-03-03,Democratic,endorsed,verified
race-980dc8b6fade3efe9c74,Cory Booker,2020-03-03,Democratic,opponent,verified
race-980dc8b6fade3efe9c74,John Delaney,2020-03-03,Democratic,opponent,source_unavailable
race-980dc8b6fade3efe9c74,John Delaney,2020-03-03,Democratic,opponent,verified
race-980dc8b6fade3efe9c74,Joseph R. Biden,2020-03-03,Democratic,opponent,verified
race-980dc8b6fade3efe9c74,Marianne Williamson,2020-03-03,Democratic,opponent,verified
race-980dc8b6fade3efe9c74,Michael Bennet,2020-03-03,Democratic,opponent,verified
race-980dc8b6fade3efe9c74,Rita Krichevsky,2020-03-03,Democratic,opponent,source_unavailable
race-980dc8b6fade3efe9c74,Robby Wells,2020-03-03,Democratic,opponent,source_unavailable
race-980dc8b6fade3efe9c74,"Roque ""Rocky"" De La Fuente III",2020-03-03,Democratic,opponent,source_unavailable
race-980dc8b6fade3efe9c74,Tom Steyer,2020-03-03,Democratic,opponent,verified
race-989068ddac35efb3cefd,Brandy Bond,2018-08-14,Democratic,opponent,source_unavailable
race-989068ddac35efb3cefd,Danielle McClendon-Williams,2018-08-14,Democratic,opponent,source_unavailable
race-989068ddac35efb3cefd,Kalan Haywood,2018-08-14,Democratic,opponent,source_unavailable
race-989068ddac35efb3cefd,Rick Banks,2018-08-14,Democratic,endorsed,source_unavailable
race-989068ddac35efb3cefd,Supreme Moore Omokunde,2018-08-14,Democratic,opponent,source_unavailable
race-98a94ea45af952a751bc,Albert Lee,2020-05-19,Democratic,endorsed,verified
race-98a94ea45af952a751bc,Charles Rand Barnett,2020-05-19,Democratic,opponent,source_unavailable
race-98a94ea45af952a751bc,Dane Wilcox,2020-05-19,Democratic,opponent,verified
race-98a94ea45af952a751bc,Earl Blumenauer,2020-05-19,Democratic,opponent,verified
race-98a94ea45af952a751bc,Matthew S Davis,2020-05-19,Democratic,opponent,source_unavailable
race-9905f8386be5406ca942,Jessica Gutierrez,2023-02-28,Nonpartisan,opponent,source_unavailable
race-9905f8386be5406ca942,JuanPablo Prieto,2023-02-28,Nonpartisan,opponent,source_unavailable
race-9905f8386be5406ca942,Ruth Cruz,2023-02-28,Nonpartisan,opponent,source_unavailable
race-9905f8386be5406ca942,Warren Williams,2023-02-28,Nonpartisan,endorsed,source_unavailable
race-996219411814ef8b62f1,Luke Alfaro-Jungmann,2026-06-02,Democratic,unopposed,source_unavailable
race-9a964e5d79326deb3255,Brandell Adams,2026-02-03,Democratic,opponent,source_unavailable
race-9a964e5d79326deb3255,Chedrick Greene,2026-02-03,Democratic,opponent,source_unavailable
race-9a964e5d79326deb3255,Martin L. Blank,2026-02-03,Democratic,opponent,source_unavailable
race-9a964e5d79326deb3255,Pamela Pugh,2026-02-03,Democratic,endorsed,verified
race-9a964e5d79326deb3255,Serenity Hope Salak,2026-02-03,Democratic,opponent,source_unavailable
race-9a964e5d79326deb3255,William Morrone,2026-02-03,Democratic,opponent,source_unavailable
race-9b0675e2de4790a2c295,Kyle Greenwood,2024-06-11,Democratic,opponent,source_unavailable
race-9b0675e2de4790a2c295,Val Thomason,2024-06-11,Democratic,endorsed,source_unavailable
race-9b0675e2de4790a2c295,Venise L. Karris,2024-06-11,Democratic,opponent,source_unavailable
race-9b23daac37f99a66baef,Mike Sylvester,2018-06-12,Democratic,unopposed,source_unavailable
race-9b3740fc757fa37aee1b,Adam Knight,2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b3740fc757fa37aee1b,Andrew P. Castagnetti,2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b3740fc757fa37aee1b,Ann Marie Cugno,2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b3740fc757fa37aee1b,Anthony D'Antonio,2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b3740fc757fa37aee1b,Curtis Tuden,2019-09-17,Nonpartisan,endorsed,source_unavailable
race-9b3740fc757fa37aee1b,Erin A. DiBenedetto,2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b3740fc757fa37aee1b,George A. Scarpelli,2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b3740fc757fa37aee1b,"Isaac B. ""Zac"" Bears",2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b3740fc757fa37aee1b,Jean M. Nuzzo,2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b3740fc757fa37aee1b,"John C. Falco, Jr.",2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b3740fc757fa37aee1b,Michael J. Marks,2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b3740fc757fa37aee1b,Natalie Breen,2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b3740fc757fa37aee1b,Nicole Morell,2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b3740fc757fa37aee1b,Richard F. Caraviello,2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b3740fc757fa37aee1b,Steven Collicelli,2019-09-17,Nonpartisan,opponent,source_unavailable
race-9b4326ee8df6f190d378,"Flojaune ""Flo"" Cofer",2024-03-05,Nonpartisan,endorsed,verified
race-9b4326ee8df6f190d378,"Jose Antonio Avina, II",2024-03-05,Nonpartisan,opponent,source_unavailable
race-9b4326ee8df6f190d378,Julius M. Engel,2024-03-05,Nonpartisan,opponent,source_unavailable
race-9b4326ee8df6f190d378,Kevin McCarty,2024-03-05,Nonpartisan,opponent,verified
race-9b4326ee8df6f190d378,Richard Pan,2024-03-05,Nonpartisan,opponent,verified
race-9b4326ee8df6f190d378,Steve Hansen,2024-03-05,Nonpartisan,opponent,verified
race-9c0672482c0386144da4,Jesse Brown,2023-05-02,Democratic,endorsed,source_unavailable
race-9c0672482c0386144da4,Zach Adamson,2023-05-02,Democratic,opponent,source_unavailable
race-9c280b17549e7416b0f3,Andrew C. Jarocki,2021-08-10,Nonpartisan,opponent,verified
race-9c280b17549e7416b0f3,Andrew Hilfers,2021-08-10,Nonpartisan,opponent,verified
race-9c280b17549e7416b0f3,Dave Zbaracki,2021-08-10,Nonpartisan,opponent,verified
race-9c280b17549e7416b0f3,Mike Mayou,2021-08-10,Nonpartisan,endorsed,verified
race-9c5f47278f523126e61b,Junaid Ahmed,2022-06-28,Democratic,endorsed,verified
race-9c5f47278f523126e61b,Raja Krishnamoorthi,2022-06-28,Democratic,opponent,verified
race-9c84c4f62bbebc0b7b7d,Deborah Fisher,2025-06-24,Democratic,opponent,source_unavailable
race-9c84c4f62bbebc0b7b7d,G. P. Zurenda Jr.,2025-06-24,Democratic,opponent,source_unavailable
race-9c84c4f62bbebc0b7b7d,Hannah Shvets,2025-06-24,Democratic,endorsed,source_unavailable
race-9c8b6c97ae90b94029df,Elizabeth Fiedler,2022-05-17,Democratic,endorsed,verified
race-9c8b6c97ae90b94029df,Michael A. Giangiordano II,2022-05-17,Democratic,opponent,source_unavailable
race-9ca784db2d625d8783bf,Briana Urbina,2020-06-02,Democratic,opponent,source_unavailable
race-9ca784db2d625d8783bf,Mckayla Wilkes,2020-06-02,Democratic,endorsed,source_unavailable
race-9ca784db2d625d8783bf,Mckayla Wilkes,2020-06-02,Democratic,endorsed,verified
race-9ca784db2d625d8783bf,Steny H. Hoyer,2020-06-02,Democratic,opponent,source_unavailable
race-9ca784db2d625d8783bf,Steny H. Hoyer,2020-06-02,Democratic,opponent,verified
race-9ca784db2d625d8783bf,Vanessa Marie Hoffman,2020-06-02,Democratic,opponent,source_unavailable
race-9ca784db2d625d8783bf,William Devine III,2020-06-02,Democratic,opponent,source_unavailable
race-9d81c90e4175cd261dc2,Jeff Waldstreicher,2022-07-19,Democratic,opponent,source_unavailable
race-9d81c90e4175cd261dc2,Jeff Waldstreicher,2022-07-19,Democratic,opponent,verified
race-9d81c90e4175cd261dc2,Max Socol,2022-07-19,Democratic,endorsed,verified
race-9d82dba19c1d7ed773d0,Blair G Reynolds,2020-05-19,Democratic,opponent,source_unavailable
race-9d82dba19c1d7ed773d0,Kurt Schrader,2020-05-19,Democratic,opponent,verified
race-9d82dba19c1d7ed773d0,Mark F Gamba,2020-05-19,Democratic,endorsed,verified
race-9dceacf3417bf74c80ec,Jake Wilson,2025-09-16,Nonpartisan,opponent,source_unavailable
race-9dceacf3417bf74c80ec,Jake Wilson,2025-09-16,Nonpartisan,opponent,verified
race-9dceacf3417bf74c80ec,Katjana Ballantyne,2025-09-16,Nonpartisan,opponent,source_unavailable
race-9dceacf3417bf74c80ec,Katjana Ballantyne,2025-09-16,Nonpartisan,opponent,verified
race-9dceacf3417bf74c80ec,Willie Burnley Jr.,2025-09-16,Nonpartisan,endorsed,verified
race-9ec6691d67b9c9ad482a,Andrea L. Crooms,2024-05-14,Democratic,endorsed,verified
race-9ec6691d67b9c9ad482a,McKayla Wilkes,2024-05-14,Democratic,opponent,verified
race-9ec6691d67b9c9ad482a,Quincy Bareebe,2024-05-14,Democratic,opponent,verified
race-9ec6691d67b9c9ad482a,Steny Hoyer,2024-05-14,Democratic,opponent,verified
race-a036ccb35ff1bcadc510,Olanike Alabi,2022-06-28,Democratic,opponent,verified
race-a036ccb35ff1bcadc510,Phara Souffrant Forrest,2022-06-28,Democratic,endorsed,verified
race-a04f856ead4ec956148b,Venise L. Karris,2026-06-09,Democratic,opponent,source_unavailable
race-a0ccc13a066fcae2bee5,Dylan Wegela,2026-08-04,Democratic,unopposed,verified
race-a0d0079bd79eae1cceb4,Emily Berge,2026-08-11,Democratic,endorsed,verified
race-a0d0079bd79eae1cceb4,Rebecca Cooke,2026-08-11,Democratic,opponent,verified
race-a0d62e41239ac39f095c,Bill Wild,2018-08-07,Democratic,opponent,source_unavailable
race-a0d62e41239ac39f095c,Brenda Jones,2018-08-07,Democratic,opponent,source_unavailable
race-a0d62e41239ac39f095c,Coleman A. Young II,2018-08-07,Democratic,opponent,source_unavailable
race-a0d62e41239ac39f095c,Ian Conyers,2018-08-07,Democratic,opponent,source_unavailable
race-a0d62e41239ac39f095c,Rashida Tlaib,2018-08-07,Democratic,endorsed,source_unavailable
race-a0d62e41239ac39f095c,Shanelle Jackson,2018-08-07,Democratic,opponent,source_unavailable
race-a1279704863b895c5ee9,Eunisses Hernandez,2026-06-02,Nonpartisan,endorsed,verified
race-a1279704863b895c5ee9,Maria Lou Calanche,2026-06-02,Nonpartisan,opponent,source_unavailable
race-a1279704863b895c5ee9,Nelson Grande,2026-06-02,Nonpartisan,opponent,source_unavailable
race-a1279704863b895c5ee9,Nelson Grande,2026-06-02,Nonpartisan,opponent,verified
race-a1279704863b895c5ee9,Raul Claros,2026-06-02,Nonpartisan,opponent,source_unavailable
race-a1279704863b895c5ee9,Sylvia Robledo,2026-06-02,Nonpartisan,opponent,source_unavailable
race-a15fa79529a2d8246fd8,Alexandria Ocasio-Cortez,2020-06-23,Democratic,endorsed,verified
race-a15fa79529a2d8246fd8,Badrun N. Khan,2020-06-23,Democratic,opponent,verified
race-a15fa79529a2d8246fd8,Michelle Caruso-Cabrera,2020-06-23,Democratic,opponent,source_unavailable
race-a15fa79529a2d8246fd8,Samuel H. Sloan,2020-06-23,Democratic,opponent,source_unavailable
race-a225fd571279e925a8f0,Bob Libal,2022-03-01,Democratic,endorsed,source_unavailable
race-a225fd571279e925a8f0,Brigid Shea,2022-03-01,Democratic,opponent,source_unavailable
race-a23ad92e100d09e11ea8,Geneviéve L. Jones-Wright,2018-06-05,,endorsed,source_unavailable
race-a23ad92e100d09e11ea8,Summer Stephan,2018-06-05,,opponent,source_unavailable
race-a241869bcd246e43da06,Alex Pedersen,2019-08-06,Nonpartisan,opponent,verified
race-a241869bcd246e43da06,Beth Mountsier,2019-08-06,Nonpartisan,opponent,verified
race-a241869bcd246e43da06,Cathy Tuttle,2019-08-06,Nonpartisan,opponent,verified
race-a241869bcd246e43da06,Emily Myers,2019-08-06,Nonpartisan,opponent,verified
race-a241869bcd246e43da06,Ethan Hunter,2019-08-06,Nonpartisan,opponent,verified
race-a241869bcd246e43da06,Frank A. Krueger,2019-08-06,Nonpartisan,opponent,verified
race-a241869bcd246e43da06,Heidi Stuber,2019-08-06,Nonpartisan,opponent,verified
race-a241869bcd246e43da06,Joshua Newman,2019-08-06,Nonpartisan,opponent,verified
race-a241869bcd246e43da06,Sasha Anderson,2019-08-06,Nonpartisan,opponent,verified
race-a241869bcd246e43da06,Shaun Scott,2019-08-06,Nonpartisan,endorsed,verified
race-a2c5fa7107339af30327,Ana Guajardo,2023-02-28,Nonpartisan,opponent,verified
race-a2c5fa7107339af30327,Jessica A. Venegas,2023-02-28,Nonpartisan,opponent,verified
race-a2c5fa7107339af30327,Oscar Sanchez,2023-02-28,Nonpartisan,endorsed,verified
race-a2c5fa7107339af30327,Peter Chico,2023-02-28,Nonpartisan,opponent,verified
race-a2c5fa7107339af30327,Yessenia Carreón,2023-02-28,Nonpartisan,opponent,verified
race-a33fad75fa545bc079d3,Missy Hughes,2026-08-11,Democratic,opponent,source_unavailable
race-a392fccdcf3d58c3c5a9,James Sinex,2025-08-05,Democratic,opponent,source_unavailable
race-a392fccdcf3d58c3c5a9,"Leighton H. Rockafellow, Jr.",2025-08-05,Democratic,opponent,source_unavailable
race-a392fccdcf3d58c3c5a9,Miranda Schubert,2025-08-05,Democratic,endorsed,verified
race-a48d808d0d89aabde3c9,Alexander White,2021-06-22,Democratic,opponent,source_unavailable
race-a48d808d0d89aabde3c9,Anthony Hall Jr.,2021-06-22,Democratic,opponent,source_unavailable
race-a48d808d0d89aabde3c9,Brittan Hardgers,2021-06-22,Democratic,opponent,source_unavailable
race-a48d808d0d89aabde3c9,Jasmin Reggler,2021-06-22,Democratic,opponent,source_unavailable
race-a48d808d0d89aabde3c9,Jazzmyn Ivery,2021-06-22,Democratic,opponent,source_unavailable
race-a48d808d0d89aabde3c9,Jonathan Hardin,2021-06-22,Democratic,opponent,source_unavailable
race-a48d808d0d89aabde3c9,Kim Smith,2021-06-22,Democratic,opponent,source_unavailable
race-a48d808d0d89aabde3c9,Leticia Astacio,2021-06-22,Democratic,opponent,source_unavailable
race-a48d808d0d89aabde3c9,Luis Aponte,2021-06-22,Democratic,opponent,source_unavailable
race-a48d808d0d89aabde3c9,Miguel Melendez Jr.,2021-06-22,Democratic,opponent,source_unavailable
race-a48d808d0d89aabde3c9,Miquel Powell,2021-06-22,Democratic,opponent,source_unavailable
race-a48d808d0d89aabde3c9,Mitch Gruber,2021-06-22,Democratic,opponent,source_unavailable
race-a48d808d0d89aabde3c9,Patricia McGahee,2021-06-22,Democratic,opponent,source_unavailable
race-a48d808d0d89aabde3c9,Stanley Martin,2021-06-22,Democratic,endorsed,source_unavailable
race-a48d808d0d89aabde3c9,Victor Sanchez,2021-06-22,Democratic,opponent,verified
race-a48d808d0d89aabde3c9,Willie Lightfoot,2021-06-22,Democratic,opponent,source_unavailable
race-a493243e3fd4b72b829f,Ernest E. Johnson,2026-06-16,Democratic,opponent,source_unavailable
race-a493243e3fd4b72b829f,Ernest E. Johnson,2026-06-16,Democratic,opponent,verified
race-a493243e3fd4b72b829f,Gary Goodweather,2026-06-16,Democratic,opponent,verified
race-a493243e3fd4b72b829f,Hope Solomon,2026-06-16,Democratic,opponent,verified
race-a493243e3fd4b72b829f,Janeese Lewis George,2026-06-16,Democratic,endorsed,verified
race-a493243e3fd4b72b829f,Kenyan R. McDuffie,2026-06-16,Democratic,opponent,verified
race-a493243e3fd4b72b829f,Rini Sampath,2026-06-16,Democratic,opponent,verified
race-a493243e3fd4b72b829f,"Vincent Orange (""VO"")",2026-06-16,Democratic,opponent,verified
race-a4c7ce86cc6f9f088e33,Betty Lugo,2019-06-25,Democratic,opponent,verified
race-a4c7ce86cc6f9f088e33,Gregory L. Lasak,2019-06-25,Democratic,opponent,verified
race-a4c7ce86cc6f9f088e33,Jose L. Nieves,2019-06-25,Democratic,opponent,verified
race-a4c7ce86cc6f9f088e33,Melinda Katz,2019-06-25,Democratic,opponent,verified
race-a4c7ce86cc6f9f088e33,Mina Malik,2019-06-25,Democratic,opponent,verified
race-a4c7ce86cc6f9f088e33,Rory I. Lancman,2019-06-25,Democratic,opponent,verified
race-a4c7ce86cc6f9f088e33,Tiffany Cabán,2019-06-25,Democratic,endorsed,verified
race-a4cb4c786c15bc1f06d5,Eleanor A. Washington,2026-06-23,Democratic,opponent,source_unavailable
race-a4cb4c786c15bc1f06d5,Imara Crooms,2026-06-23,Democratic,endorsed,verified
race-a4cb4c786c15bc1f06d5,Jerome Lattisaw,2026-06-23,Democratic,opponent,source_unavailable
