context_entry_id,state,state_code,cycle_year,organization_level,context_category,organization,endorsing_body,title,platform_type,adoption_date,effective_date,source_url,archive_url,verification_status,notes
context-washington-dc-dsa-2026,District of Columbia,DC,2026,local,dsa_state_local,Washington DC Democratic Socialists of America,Washington DC DSA,Political Endorsement Questionnaire,chapter_questionnaire_process,,,https://web.archive.org/web/20220521131811/https://washingtondc.dsacommittees.org/political-endorsement-questionnaire/,https://web.archive.org/web/20220521131811/https://washingtondc.dsacommittees.org/political-endorsement-questionnaire/,verified,Official DC DSA questionnaire archive retained as local electoral context for 2026; not a full platform.
context-state-party-dc-2026,District of Columbia,DC,2026,state,state_democratic_party,DC Democratic Party,,DC Democratic Party site search seed,state_party_platform_search_seed,,,https://dcdemocraticparty.org/,,searched_not_found,Official DC Democratic Party site was searched but no full state party platform document was recovered for the 2026 cycle.
context-atlanta-dsa-ga-2026,Georgia,GA,2026,local,dsa_state_local,Atlanta Democratic Socialists of America,Atlanta DSA,Atlanta DSA Electoral,chapter_electoral_process,,,https://atldsa.org/electoral/,,verified,Official Atlanta DSA electoral process page used as 2026 local context; not a full platform.
synthetic-ga-2026-dsa_state_local-a616e289bc404194,Georgia,GA,2026,local,dsa_state_local,Atlanta,Atlanta,Official Atlanta DSA Voter Guide for Georgia’s June 2026 Runoff Elections,chapter_electoral_platform_or_questionnaire,2026,2026,https://atldsa.org/voter-guide-2026/,,verified,"Verified on Atlanta DSA’s official site. The cycle-specific guide compiles responses to Atlanta DSA’s 10-question 2026 Candidate Survey covering minimum wage, climate, trans rights, and other chapter electoral priorities. The page explicitly distinguishes this survey guide from the formal endorsement questionnaire; the official electoral page confirms that endorsement uses a questionnaire and membership vote but does not publish that questionnaire. Wayback CDX discovery found no archived snapshot."
context-state-party-ga-2026,Georgia,GA,2026,state,state_democratic_party,Democratic Party of Georgia,,Democratic Party of Georgia site search seed,state_party_platform_search_seed,,,https://georgiademocrat.org/,,searched_not_found,Official Democratic Party of Georgia site was searched but no full state party platform document was recovered for the 2026 cycle.
context-state-party-id-2026,Idaho,ID,2026,state,state_democratic_party,Idaho Democratic Party,,Where We Stand,state_party_platform,,2024,https://idahodems.org/where-we-stand/,,verified,Current official Idaho Democratic Party platform page carried into the 2026 cycle as the chapter’s 2024-present platform.
context-chicago-dsa-il-2026,Illinois,IL,2026,local,dsa_state_local,Chicago Democratic Socialists of America,Chicago DSA,Chicago DSA Electoral Committee,chapter_electoral_process,,,https://chicagodsa.org/electoral-committee/,,verified,Official Chicago DSA electoral committee page used as 2026 local context; not a full platform.
context-state-party-il-2026,Illinois,IL,2026,state,state_democratic_party,Democratic Party of Illinois,,Democratic Party of Illinois site search seed,state_party_platform_search_seed,,,https://www.ildems.com/,,searched_not_found,Official Democratic Party of Illinois site was searched but no full state party platform document was recovered for the 2026 cycle.
context-state-party-ky-2026,Kentucky,KY,2026,state,state_democratic_party,Kentucky Democratic Party,,Kentucky Democratic Party site search seed,state_party_platform_search_seed,,,https://www.kydemocrats.org/,,searched_not_found,Official Kentucky Democratic Party site was searched but no full state party platform document was recovered for the 2026 cycle.
context-state-party-la-2026,Louisiana,LA,2026,state,state_democratic_party,Louisiana Democratic Party,,Louisiana Democratic Party site search seed,state_party_platform_search_seed,,,https://lademo.org/,,searched_not_found,Official Louisiana Democratic Party site was searched but no full state party platform document was recovered for the 2026 cycle.
context-boston-dsa-ma-2026-endorsements,Massachusetts,MA,2026,local,dsa_state_local,Boston Democratic Socialists of America,Boston DSA,Boston DSA Endorsements,chapter_endorsement_archive,,,https://bostondsa.org/endorsements/,,verified,Official Boston DSA endorsements page used as local electoral context for the 2026 cycle; not a full platform.
context-boston-dsa-ma-2026-platform,Massachusetts,MA,2026,local,dsa_state_local,Boston Democratic Socialists of America,Boston DSA,Boston DSA Platform,chapter_platform,,,https://bostondsa.org/our-platform/,,verified,Official Boston DSA platform page used as local electoral context for the 2026 cycle.
context-state-party-ma-2026,Massachusetts,MA,2026,state,state_democratic_party,Massachusetts Democratic Party,,Our Platform carried into the 2026 cycle,state_party_platform,2025,2025,https://www.massdems.org/our-platform,,verified,Current official Massachusetts Democratic Party platform page from 2025 carried into the 2026 cycle.
context-state-party-md-2026,Maryland,MD,2026,state,state_democratic_party,Maryland Democratic Party,,Maryland Democratic Party site search seed,state_party_platform_search_seed,,,https://mddems.org/,,searched_not_found,Official Maryland Democratic Party site was searched but no full state party platform document was recovered for the 2026 cycle.
context-state-party-mi-2026,Michigan,MI,2026,state,state_democratic_party,Michigan Democratic Party,,2020 MDP Platform Final Draft carried into the 2026 cycle,state_party_platform,2020-08,2020-08,https://michigandems.com/wp-content/uploads/2020/08/2020-MDP-Platform-Final-Draft-8.28-.pdf,https://michigandems.com/wp-json/wp/v2/media/8454,verified,"Official Michigan Democratic Party 2020 platform PDF is carried forward as the best available full platform for the 2026 cycle, supported by official media metadata and 2026 captures; no later replacement was confirmed in the bounded pass."
context-dnc-mo-2026,Missouri,MO,2026,national,dnc_national,Democratic National Committee,,2024 Democratic Party Platform carried into the 2026 cycle,national_party_platform,2024-08-19,2024-08-19,https://democrats.org/wp-content/uploads/2025/07/2024-Democratic-Party-Platform.pdf,,verified,Official DNC platform carried forward into the 2026 Missouri primary cycle.
context-dsa-national-mo-2026,Missouri,MO,2026,national,dsa_national,Democratic Socialists of America,,Workers Deserve More Program v2,dsa_national_program,2025-10,2025-10,https://program.dsausa.org/wp-content/uploads/2025/10/DSA_WDM2025Program_v2.pdf,,verified,Official Workers Deserve More program PDF for the 2026 cycle; companion official materials include the 2025 convention CR05/R34 resolutions document https://docs.google.com/document/d/1MQyHv17FJyCqk9FMXB_mfSVQB3O6gkFhnJxmiYwdaGc/view and recap https://electoral.dsausa.org/reflecting-on-the-2025-national-convention/.
context-st-louis-dsa-mo-2026,Missouri,MO,2026,local,dsa_state_local,St. Louis Democratic Socialists of America,St. Louis DSA,St. Louis DSA Platform,chapter_platform,2025-01-01,2025-01-01,https://stldsa.org/about/platform,,verified,Official St. Louis DSA platform used as Missouri local context for 2026 only; do not apply backward to 2020 or 2024.
context-state-party-mo-2026,Missouri,MO,2026,state,state_democratic_party,Missouri Democratic Party,,MDP Bylaws Constitution and Platform Updated April 2026,state_party_platform,2026-04-18,2026-04-18,https://irp.cdn-website.com/022fb584/files/uploaded/MDP+Bylaws-+Constitution-+and+Platform+-+Updated+April+2026-dfabf209.pdf,,verified,Official Missouri Democratic Party platform package adopted in April 2026.
context-north-jersey-dsa-nj-2026-endorsements,New Jersey,NJ,2026,local,dsa_state_local,North New Jersey Democratic Socialists of America,North Jersey DSA,North Jersey DSA Endorsements,chapter_endorsement_archive,,,https://north.dsanj.org/endorsements/,,verified,Official North Jersey DSA endorsements page used as local electoral context for the 2026 cycle; not a full platform.
context-state-party-nj-2026,New Jersey,NJ,2026,state,state_democratic_party,New Jersey Democratic State Committee,,New Jersey Democratic full platform search seed,state_party_platform_search_seed,,,https://www.njdems.org/,,searched_not_found,"Official New Jersey Democratic Party site and Wayback discovery were searched for a qualifying 2026 full platform document, but none was confirmed in the bounded pass."
context-state-party-nm-2026,New Mexico,NM,2026,state,state_democratic_party,New Mexico Democratic Party,,Democratic Party of New Mexico Platform 2024 Amended,state_party_platform,2024,2024,https://www.dpnm-sparc.org/uploads/1/3/8/7/138783648/democratic_party_of_new_mexico_platform_2024_amended.pdf,,verified,Official amended 2024 New Mexico Democratic Party platform carried into the 2026 cycle; the 2026 core-values document remains draft and is not treated as the full verified platform.
context-lvdsa-nv-2026-process,Nevada,NV,2026,local,dsa_state_local,Las Vegas Democratic Socialists of America,Las Vegas DSA,LVDSA Endorsements,chapter_endorsement_process,,,https://lvdsa.org/endorsements/,,verified,Official LVDSA endorsements/process page for 2026 local electoral context; not a full platform.
context-lvdsa-nv-2026-voter-guide,Nevada,NV,2026,local,dsa_state_local,Las Vegas Democratic Socialists of America,Las Vegas DSA,LVDSA Voter Guide,chapter_voter_guide,,,https://lvdsa.org/voter-guide/,,verified,Official LVDSA voter guide for 2026 local electoral context; not a full platform.
synthetic-nv-2026-dsa_state_local-845cdbcccbe6b7bf,Nevada,NV,2026,local,dsa_state_local,Las Vegas Democratic Socialists of America,Las Vegas DSA,2026 Voter Guide,chapter_voter_guide,2026-05-13,2026-05-13,https://lvdsa.org/voter-guide/,https://web.archive.org/web/20260605231440/https://lvdsa.org/voter-guide/,verified,"Official Las Vegas DSA 2026 voter guide, prepared through candidate questionnaires and approved by the chapter General Body. It provides cycle-specific electoral positions, endorsements, recommendations, and policy-alignment explanations; it is not a standalone full chapter platform. The live page metadata shows a 2026-05-13 update, and a contemporaneous official-page archive was verified."
context-state-party-nv-2026,Nevada,NV,2026,state,state_democratic_party,Nevada State Democratic Party,,2026 State Convention Agenda and Convention Items,state_party_platform_convention_packet,2026,2026,https://mcusercontent.com/1fcc57678ad0338115675f6fc/files/316cd73e-c157-f983-abce-ea29bd9e7ea0/2026_State_Convention_Agenda_and_Convention_Items.pdf,,verified,Official Nevada State Democratic Party State Central Committee page labels this linked convention packet as the 2026 Party Platform source: https://nvdems.com/party/state-central-committee/. Treat as an official platform-linked convention packet with medium confidence rather than a normalized standalone platform text.
context-state-party-ny-full-platform-2026,New York,NY,2026,state,state_democratic_party,New York State Democratic Party,,New York State Democratic Party full platform search seed,state_party_platform_search_seed,,,https://www.nydems.org/about,,searched_not_found,"Official New York State Democratic Party materials were searched for a qualifying full state platform, but only about/resolution/archive analog materials were confirmed in the bounded pass."
context-portland-dsa-or-2026-process,Oregon,OR,2026,local,dsa_state_local,Portland Democratic Socialists of America,Portland DSA,Getting a DSA Endorsement,chapter_endorsement_process,,,https://portlanddsa.org/getting-a-dsa-endorsement/,,verified,Official Portland DSA endorsement process page for 2026 local electoral context; not a full platform.
context-portland-dsa-or-2026-voter-guide,Oregon,OR,2026,local,dsa_state_local,Portland Democratic Socialists of America,Portland DSA,Our voter guide for the May 2026 primary,chapter_voter_guide,,,https://portlanddsa.org/our-voter-guide-for-the-may-2026-primary/,,verified,Official Portland DSA voter guide for 2026 local electoral context; not a full platform.
context-state-party-or-2026,Oregon,OR,2026,state,state_democratic_party,Democratic Party of Oregon,,Legislative Action Items,state_party_legislative_action_items,2025,2025,https://dpo.org/LAI,,verified,"Official Democratic Party of Oregon legislative action items page provides 2025 priorities/planks for 2026 context, but it is not a full platform and no qualifying 2026 full platform was recovered in the bounded pass."
context-state-party-pa-2026,Pennsylvania,PA,2026,state,state_democratic_party,Pennsylvania Democratic Party,,What We Stand For,state_party_issue_page,,,https://www.padems.com/what-we-stand-for/,,verified,Official Pennsylvania Democratic Party issue page provides generic issue positions but is not a full platform.
context-state-party-tx-2026,Texas,TX,2026,state,state_democratic_party,Texas Democratic Party,,2024 Texas Democratic Party Platform carried into the 2026 cycle,state_party_platform,2024-06-08,2024-06-08,https://txdem.co/24-Platform,,verified,Official Texas Democratic Party 2024 platform carried into the 2026 cycle until superseded by a later verified platform.
context-state-party-ut-2026,Utah,UT,2026,state,state_democratic_party,Utah Democratic Party,,Utah Democratic Party Platform,state_party_platform,,2024,https://www.utahdemocrats.org/platform/,,verified,Current official Utah Democratic Party platform page carried into the 2026 cycle.
context-seattle-dsa-wa-2026-standards,Washington,WA,2026,local,dsa_state_local,Seattle Democratic Socialists of America,Seattle DSA,Seattle DSA Endorsements Standards and Procedure,chapter_endorsement_standards,,,https://seattledsa.org/seattle-dsa-endorsements-standards-and-procedure/,,verified,Official Seattle DSA endorsement standards/procedure page used as local electoral context for the 2026 cycle; not a full platform.
synthetic-wa-2026-state_democratic_party-ed8de6a294ba1ca9,Washington,WA,2026,state,state_democratic_party,Washington Democratic Party,,2026 Washington State Democratic Party Platform,state_party_platform,2026-06-21,2026-06-21,https://docs.google.com/document/d/1UnmL-Y9QOMwuVR1HFzMy-onzQpzrno2vBPH4z3nY6xk/edit?usp=sharing,https://wadems.org/about/documents/,verified,The Washington State Democratic Party’s official Party Documents page lists and links the 2026 Platform. The document is titled “2026 Washington State Democratic Party Platform (6/21/2026).” Official party releases confirm the full platform was adopted at the June 19–21 Spokane convention and report a 662–95 delegate vote; June 21 is used as the adoption and effective date.
synthetic-wi-2026-dsa_state_local-6ca0ee362da4aef1,Wisconsin,WI,2026,local,dsa_state_local,Madison Area DSA,Madison Area DSA,2025 Madison Area DSA Candidate Model Endorsement Questionnaire carried into the 2026 cycle,chapter_electoral_platform_or_questionnaire,2025,2025,https://dsamadison.org/about-us/endorsements/,,verified,"Official Madison Area DSA endorsements page states that its endorsement process and endorsed-candidate policy were adopted in 2025 and applies them to the August 2026 primary. It directly links the official “2025 Madison Area DSA Candidate Model Endorsement Questionnaire” at https://docs.google.com/document/d/e/2PACX-1vRrCT3mB2IeAC6nWVn7QIpbLjSi1m_aW4S-JnvuzAQHWCPofWVWQ_11WhNOGZZT4Fx2e73VuZFq54mF/pub. The questionnaire covers campaign strategy, socialist organizing, chapter accountability, Palestine/BDS commitments, national DSA standards, and district priorities."
synthetic-wi-2026-dsa_state_local-d928f37dfe7b1b97,Wisconsin,WI,2026,local,dsa_state_local,Milwaukee DSA,Milwaukee DSA,Milwaukee DSA Ready for Statewide Governor’s Race as Madison DSA Joins in Endorsing Francesca Hong,chapter_electoral_platform_or_questionnaire,2026-02-09,2026,https://milwaukee.dsawi.org/milwaukee-dsa-ready-for-statewide-governors-race-as-madison-dsa-joins-in-endorsing-francesca-hong/,,verified,"Verified on Milwaukee DSA’s official site. The February 9, 2026 announcement states that Milwaukee DSA voted to endorse Francesca Hong for governor and records the chapter-aligned electoral planks advanced with that endorsement: abolishing ICE, healthcare, paid family leave, a strong union movement, public power, and opposition to billionaire-driven data-center expansion. The official current-endorsements page independently identifies this as Milwaukee DSA’s 2026 endorsement. Official site search, endorsement archives, and Wayback CDX discovery were checked; no public 2026 candidate questionnaire or archived snapshot was found, so this adopted endorsement statement is the best official cycle-specific platform/planks source."
synthetic-wi-2026-state_democratic_party-cdd389f4c218a72a,Wisconsin,WI,2026,state,state_democratic_party,Wisconsin Democratic Party,,2026 Democratic Party of Wisconsin Platform,state_party_platform,2026-06-14,2026-06-14,https://wisdems.org/wp-content/uploads/2026/07/DPW-2026-Platform-Platform-Adopted-by-Convention-on-14-June-2026.pdf,,verified,"The Democratic Party of Wisconsin’s official Constitution & Bylaws page directly links this 2026 platform PDF and separately lists it above prior platforms. The official filename states that convention delegates adopted it on June 14, 2026; the party’s official convention page confirms the June 13–14 state convention and explains that the platform is considered in even-numbered years."
