record_id,created_time,Blog,Bluesky,Email list,Event Calendar,Facebook,Group Email,Instagram,Linktree,Name,State,Status,Twitter,Website,directory_presence
recRTJQYunAdrPlKS,2020-06-08T13:08:52.000Z,https://rocdsa.org/blog/,@rocdsa.bsky.social,https://actionnetwork.org/forms/roc-dsa-email-sign-up/,https://calendar.google.com/calendar/u/0?cid=bmM4ZnE2MmphZzN0bTBlODgyc3BjdjBramtAZ3JvdXAuY2FsZW5kYXIuZ29vZ2xlLmNvbQ,https://www.facebook.com/rochesterdsa/,RochesterDSA@gmail.com,https://www.instagram.com/roc.dsa,https://linktr.ee/ROCDSA,Rochester,NY,Chapter, https://twitter.com/rocDSA,"https://rocdsa.org, https://linktr.ee/ROCDSA",current
recCzuMVhZWc8o0Uc,2020-06-08T13:08:52.000Z,,,https://actionnetwork.org/forms/sign-up-for-syracuse-dsa-updates,https://syracusedsa.org/calendar/calendar/,https://www.facebook.com/DSASyracuse/,syracusedsa@protonmail.com,https://www.instagram.com/syracusedsa/,https://linktr.ee/SyracuseDSA ,Syracuse,NY,Chapter,https://twitter.com/syrdsa,https://syracusedsa.org,current
reci8e1tYK3NymV4N,2021-04-08T14:31:19.000Z,,https://bsky.app/profile/troydsa.bsky.social,https://bit.ly/troy-dsa-email,,https://www.facebook.com/troydsa,info@troydsa.org,https://www.instagram.com/troydsa,https://linktr.ee/troydsa,Troy,NY,Chapter,https://twitter.com/troydsa,https://troydsa.org/,current
reclWgFXcQwk81MUH,2020-06-08T13:08:52.000Z,,,,,https://www.facebook.com/akrondsa/,dsaakron@gmail.com,https://instagram.com/akrondsa,,Akron,OH,Chapter,https://twitter.com/akrondsa,https://www.akrondsa.org/,current
recPS62K0hzPKiUYN,2026-05-28T22:40:52.000Z,,,,,,bowlinggreendsa@gmail.com,,,Bowling Green,OH,Organizing Committee,,,current
recx3HWIxsbxCJzjJ,2020-06-08T13:08:52.000Z,,,https://dsacleveland.org/contact-us,,https://www.facebook.com/dsacle,info@dsacleveland.org,https://instagram.com/dsacleveland,,Cleveland,OH,Chapter,https://twitter.com/DSA_Cleveland,https://dsacleveland.org/,current
rec55JL0GFcYlgECH,2020-06-08T13:08:52.000Z,http://www.columbusdsa.org/blog/,https://bsky.app/profile/columbusdsa.bsky.social,,http://www.columbusdsa.org/calendar/,https://www.facebook.com/ColumbusDSA,info@columbusdsa.org,https://www.instagram.com/columbus_dsa/,https://linktr.ee/dsacbus,Columbus,OH,Chapter,https://twitter.com/Columbus_DSA,https://www.columbusdsa.org,current
recIAykw966oo5dI0,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/dsadayton.bsky.social,,https://www.gemcitydsa.com/google-calendar,https://www.facebook.com/dsadayton,Info@dsadayton.org,https://www.instagram.com/dsadayton/,https://linktr.ee/dsadayton,Dayton-Miami Valley,OH,Chapter,https://x.com/DSA_Dayton,www.gemcitydsa.com,current
recT7i50C14XuejrN,2020-10-21T17:59:35.000Z,,,,,https://www.facebook.com/MahoningValleyDSAhttps://www.facebook.com/MahoningValleyDSA,mahoningvalleydsa@gmail.com,,,Mahoning Valley,OH,Chapter,@MahoningDSA,http://www.mahoningvalleydsa.org/,current
recO9nU4WGL5t7qbf,2020-06-08T13:08:52.000Z,,,,https://nwohiodsa.org/calendar/,https://www.facebook.com/NWOhioDSA,nwohiodsa@gmail.com,https://www.instagram.com/nwohiodsa/,,Northwest Ohio,OH,Chapter,https://twitter.com/nwohiodsa,http://nwohiodsa.org/,current
recGOEn6TMfwZniSY,2026-08-12T20:16:10.000Z,,,,,,sciotovalleydsa@gmail.com,,,Scioto Valley,OH,Organizing Committee,,,current
recjxGC0xL0h7BptA,2026-02-13T19:19:34.000Z,,,,,https://www.facebook.com/groups/1591322872138371/,dsawoosteroh@gmail.com,https://www.instagram.com/woosterdsa/,,Wooster,OH,Organizing Committee,,,current
recMAZ4MvcNtzlkbp,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/dsacincy.org,https://actionnetwork.org/forms/stay-in-touch-with-dsa-cincinnati,https://calendar.google.com/calendar/u/0?cid=MXFocWVsYzBsczQ3MWlxcnZyb3M3OG90bW9AZ3JvdXAuY2FsZW5kYXIuZ29vZ2xlLmNvbQ,https://www.facebook.com/dsacincy,steering@dsacincy.org,https://www.instagram.com/dsacincy,linktr.ee/dsacincy,Metro Cincinnati & Northern Kentucky,"OH
KY",Chapter,https://www.x.com/dsacincy,https://dsacincy.org/,current
recFTpaCAViJxbIE5,2026-09-11T00:31:46.000Z,,,,,,ninetribesdsa@gmail.com,,,Nine Tribes Area,OK,Organizing Committee,,,current
recHL2g7b2xAFii3I,2020-06-08T13:08:52.000Z,,,,,https://www.facebook.com/okcdsa/,okc.dsa.usa@gmail.com,https://www.instagram.com/okcdsa/,https://linktr.ee/okcdsa,Oklahoma City,OK,Chapter,https://x.com/okcDSA,https://okcdsa.org/,current
recd0uy3rr1Bgw9wI,2026-09-11T00:32:26.000Z,,,,,,DSASEOK@gmail.com,,,Southeastern Oklahoma,OK,Organizing Committee,,,current
receJ6YiRwditqBs4,2026-06-30T23:08:53.000Z,,,,,,dsastillwaterok@gmail.com,,,Stillwater,OK,Organizing Committee,,,current
recIqxpKzSuMOBIYd,2026-01-30T19:36:59.000Z,,,,,https://facebook.com/TulsaDSA1,tulsadsa2@gmail.com,https://www.instagram.com/tulsadsa,https://linktr.ee/tulsadsa,Tulsa,OK,Organizing Committee,,,current
recCpjebJwfi4ED9m,2026-03-11T19:04:28.000Z,https://www.centraloregondsa.org/blogs,,https://www.centraloregondsa.org/join-us/,https://www.centraloregondsa.org/events,https://www.facebook.com/centraloregondsa,steering@centraloregondsa.org,https://www.instagram.com/centraloregondsa/,https://linktr.ee/centraloregondsa,Central Oregon,OR,Chapter,,https://www.centraloregondsa.org/,current
reczT93F2np7SyBOF,2020-06-08T13:08:52.000Z,https://dsaeugene.org/the-newsletter/ ,https://bsky.app/profile/dsaeugene.org,,https://dsaeugene.org/calendar/,https://www.facebook.com/people/Eugene-Springfield-DSA/100086715935336/,hello@dsaeugene.org,https://www.instagram.com/dsa_eugene/,,Eugene-Springfield,OR,Chapter,https://x.com/DSA_Eugene,https://dsaeugene.org/,current
recK31k3aZJA2QE3p,2020-06-08T13:08:52.000Z,https://portlanddsa.org/the-thorn/,https://bsky.app/profile/portlanddsa.bsky.social,https://actionnetwork.org/forms/sign-up-for-emails-from-portland-dsa/,https://portlanddsa.org/events/,https://www.facebook.com/PortlandDSA/,info@portlanddsa.org,https://www.instagram.com/portlanddsa/,https://linktr.ee/portlanddsa,Portland,OR,Chapter,https://x.com/PortlandDSA,https://portlanddsa.org/,current
recQfa3YHAw48GMoX,2020-06-08T13:08:52.000Z,https://blog.salemdsa.org/,,https://www.salemdsa.org/join,https://www.salemdsa.org/events,https://www.facebook.com/salemoregondsa,info@salemdsa.org,https://www.instagram.com/salem_dsa,,Salem,OR,Chapter,https://twitter.com/salem_dsa,https://www.salemdsa.org/,current
recE70HfoWMXK7EHj,2026-06-17T21:58:49.000Z,,,,,,SouthernOregonDSA@proton.me,,,Southern Oregon,OR,Organizing Committee,,,current
recT5KhYcENaxjjP8,2020-06-08T13:08:52.000Z,,,,,https://www.facebook.com/centrecodsa/,centrecodsa@gmail.com,https://www.instagram.com/centrecounty_dsa/,,Centre County,PA,Chapter,https://x.com/centrecodsa,,current
recxo8jq580SmE6TR,2020-06-08T13:08:52.000Z,,,,,https://www.facebook.com/eriedsa/,dsaerie814@gmail.com,,,Erie,PA,Chapter,https://twitter.com/eriedsa,,current
recc9NkvIp5HLQ1yp,2020-06-08T13:08:52.000Z,,,,https://www.lehighvalleydsa.org/calendar,,dsalehigh@gmail.com,https://www.instagram.com/LehighValleyDSA,https://linktr.ee/LehighValleyDSA,Lehigh Valley,PA,Chapter,https://twitter.com/DSALehighValley,https://www.lehighvalleydsa.org/,current
recqploYCWlZghIp3,2021-08-16T18:14:06.000Z,https://dsanepa.substack.com/,,,https://www.nepadsa.org/events,https://www.facebook.com/NEPADemocraticSocialists,nepadsa@proton.me,https://www.instagram.com/dsanepa/,,Northeast Pennsylvania,PA,Chapter,https://x.com/pa_dsa,www.nepadsa.org,current
rec9riR6XgalnXCFf,2020-06-08T13:08:52.000Z,,,https://actionnetwork.org/forms/philly-dsa-bulletins,https://www.phillydsa.org/events,https://www.facebook.com/PhillyDSA,phillydsa@gmail.com,https://www.instagram.com/phillydsa/,https://linktr.ee/phillydsa,Philadelphia,PA,Chapter,https://twitter.com/PhillyDSA,https://www.phillydsa.org/,current
recjs7DiralNILEgj,2020-06-08T13:08:52.000Z,,,https://pghdsa.org/join-us/sign-up-for-our-email-list/,https://pghdsa.org/calendar/general/,https://www.facebook.com/pghDSA/,info@pghdsa.org,instagram.com/pghdsa,,Pittsburgh,PA,Chapter,https://twitter.com/pghdsa,http://www.pghdsa.org/,current
recTt8anyI4k48Mj5,2024-02-02T18:02:35.000Z,,https://bsky.app/profile/scpadsa.bsky.social,,,https://www.facebook.com/profile.php?id=61556595668615,contact@scpadsa.org,https://www.instagram.com/scpa.dsa/,,South Central PA,PA,Chapter,,https://lancdsa.org,current
rec5gUZbN8dpmS1SO,2020-06-08T13:08:52.000Z,,,,https://ridsa.org/events,https://www.facebook.com/rhodyDSA/,info@ridsa.org,https://www.instagram.com/rhodydsa/,,Rhode Island,RI,Chapter,https://x.com/rhodyDSA,https://ridsa.org/,current
recBxjzQytuNKUJ8c,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/charlestondsa.org,https://www.charlestondsa.org/contact,https://www.charlestondsa.org/events,https://www.facebook.com/chsdsa/,info@charlestonDSA.org,https://www.instagram.com/charlestondsa,linktr.ee/chsdsa,Charleston,SC,Chapter,,https://charlestondsa.org/,current
rec54AWSMvAF9JKrT,2020-06-08T13:08:52.000Z,,,,https://teamup.com/ksmkrsoy6pe8urk813,,DSAofColumbia@gmail.com,instagram.com/columbiadsa/,,Columbia,SC,Chapter,https://twitter.com/columbiadsa,https://dsaofcolumbia.org/,current
recvYM2ScwRpW064J,2025-06-02T22:33:25.000Z,https://substack.com/@dsaupstatesc?r=5gz3en&utm_medium=ios,http://bsky.app/profile/dsaupstatesc.bsky.social,,,,dsaupstatesc@tutamail.com,https://www.instagram.com/DSAUpstateSC,https://www.atom.bio/dsaupststatesc,Upstate South Carolina,SC,Organizing Committee,,https://www.dsaupstatesc.org,current
recwwgYYu7hL3pdEV,2023-06-14T22:17:15.000Z,,,,,https://www.facebook.com/SiouxEmpireDSA/,siouxempiredsa@gmail.com,instagram.com/siouxempiredsa,,Sioux Empire,SD,Organizing Committee,@SiouxEmpireDSA,,current
receh0P922XmUr6tX,2020-06-08T13:08:52.000Z,,,,https://chattanoogadsa.org/events/,https://www.facebook.com/ChattanoogaDemocraticSocialistsofAmerica/,chattanoogadsa@gmail.com,https://www.instagram.com/chattanooga_dsa/,,Chattanooga,TN,Chapter,,https://chattanoogadsa.org/,current
rec0yCHUGxHkEfPR9,2020-06-08T13:08:52.000Z,,,,https://knoxvilledsa.org/,https://www.facebook.com/KnoxDSA/,knoxdsa@gmail.com,https://www.instagram.com/knoxvilledsa/,,Knoxville,TN,Chapter,https://twitter.com/KnoxvilleDSA,https://knoxvilledsa.org,current
recsl4sFwbNgO8RUG,2020-06-08T13:08:52.000Z,,,,https://memphisdsa.org/event,,memphisdsa@protonmail.com,https://www.instagram.com/memphisdemsoc/,,Memphis Midsouth,TN,Chapter,,https://memphisdsa.org/,current
recW9PDIGyFL6BWOE,2020-06-08T13:08:52.000Z,,,https://midtndsa.org/contact/,https://midtndsa.org/events/,https://www.facebook.com/MiddleTNDSA/,midtndsa@gmail.com,https://www.instagram.com/midtndsa/,,Middle Tennessee,TN,Chapter,https://twitter.com/MidTNDSA,https://midtndsa.org/,current
recs3V2Rtr16qS9FG,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/northeasttndsa.bsky.social,https://northeasttndsa.org/forms/mailing-list/,https://northeasttndsa.org/events/,https://www.facebook.com/NortheastTnDSA,northeasttndsa@gmail.com,https://www.instagram.com/northeasttndsa/,https://linktr.ee/northeasttndsa,Northeast Tennessee,TN,Chapter,,https://northeasttndsa.org,current
rec7vaxdzZPUTcJNx,2020-06-08T13:08:52.000Z,https://redfault.com/,https://bsky.app/profile/austindsa.bsky.social,https://actionnetwork.org/forms/austin-dsa-newsletter-signup,austindsa.org/events,https://www.facebook.com/atxdsa,contact@austindsa.org,https://www.instagram.com/atxdsa/,https://linktr.ee/austindsa,Austin,TX,Chapter,,http://www.austindsa.org/,current
recrtf4j80gtgluiw,2025-05-06T23:12:47.000Z,,https://bsky.app/profile/brazosdsa.bsky.social,,,,brazosdsa@proton.me,https://www.instagram.com/BrazosDSA,https://linktr.ee/BrazosDSA,Brazos,TX,Organizing Committee,,https://brazosdsa.org/,current
recW3tPzmy1ZGk2Se,2026-07-13T23:54:07.000Z,,,,,,westtexasdsa@gmail.com,,,Concho Valley,TX,Organizing Committee,,,current
recArsS1ZGvWe0FwT,2020-07-09T12:40:18.000Z,,,,,https://www.facebook.com/CORPUSDSA,corpuschristidsa@gmail.com,https://www.instagram.com/corpus_dsa/,,Corpus Christi,TX,Chapter,twitter.com/corpus_dsa,http://www.corpuschristidsa.org/,current
recGBEQ1Jzhgg5CCU,2020-06-08T13:08:52.000Z,,,,,https://www.facebook.com/DSAFortWorth/,dsafortworth@gmail.com,instagram.com/dsafortworth/,,Fort Worth,TX,Chapter,twitter.com/DSAFortWorth,,current
recwIMHzSiPpK0DnI,2020-06-08T13:08:52.000Z,https://houstondsa.org/news/,https://bsky.app/profile/houstondsa.bsky.social,https://houstondsa.org,https://houstondsa.org/calendar/,https://www.facebook.com/HoustonDSA,info@houstondsa.org,https://www.instagram.com/dsa.houston/?hl=en,,Houston,TX,Chapter,https://twitter.com/HoustonDSA,https://www.houstondsa.org,current
recqxNEytZg7a993j,2025-07-30T16:05:31.000Z,,,,,,laredo.dsa@gmail.com,,,Laredo,TX,Chapter,,,current
recbnM3xYrEO0MDBF,2020-06-08T13:08:52.000Z,,,https://lists.riseup.net/www/info/lubbock_dsa,https://calendar.google.com/calendar/u/1/r?cid=bHViYm9ja2RzYUBnbWFpbC5jb20&pli=1,https://www.facebook.com/DSA-Lubbock-107477013982472/,lubbockdsa@gmail.com,@lubbockdsa,,Lubbock,TX,Chapter,@lubbockdsa,https://lbkdsa.org/,current
recZdqGGhK7ZwdLwu,2020-06-08T13:08:52.000Z,,,,https://calendar.google.com/calendar/embed?src=dsantx%40gmail.com&ctz=America%2FChicago,https://www.facebook.com/DSANorthTexas,dsantx@gmail.com,https://www.instagram.com/dsanorthtexas/,,North Texas,TX,Chapter,https://twitter.com/DSA_NorthTexas,,current
rec1XIbPiT3auKii3,2020-06-08T13:08:52.000Z,,,https://actionnetwork.org/forms/dsa-rgv-newsletter-sign-up/,https://timetreeapp.com/public_calendars/dsa_rgv,https://www.facebook.com/Democratic-Socialists-of-America-Rio-Grande-Valley-Chapter-112267827929901,dsariograndevalley@gmail.com,https://www.instagram.com/dsa_rgv/,,Rio Grande Valley,TX,Chapter,https://twitter.com/dsa_rgv,,current
recLsbjhFWix57m4q,2020-06-08T13:08:52.000Z,,,https://actionnetwork.org/forms/satx-dsa-email?source=direct_link&,https://www.sanantoniodsa.org/events,https://www.facebook.com/sanantoniodsa/,info@sanantoniodsa.org,https://www.instagram.com/sanantoniodsa/,,San Antonio,TX,Chapter,https://twitter.com/sanantoniodsa,www.sanantoniodsa.org,current
recUDExPL4JiGEztp,2025-05-06T23:13:04.000Z,,,,,https://www.facebook.com/groups/1602347166757894/,pasodelnortedsa@gmail.com,www.instagram.com/pasodelnortedsa/,,Paso del Norte,"TX, NM",Chapter,,,current
recLsm5463dxWKcks,2020-06-08T13:08:52.000Z,,,https://saltlakedsa.org/join/,https://saltlakedsa.org/events/,https://www.facebook.com/slcdsa,saltlakedsa@gmail.com,https://www.instagram.com/slcdsa/,,Salt Lake,UT,Chapter,https://twitter.com/slcDSA,https://saltlakedsa.org/,current
recCKHvj3ZkcUIvZt,2020-06-08T13:08:52.000Z,,,,https://charlottesvilledsa.com/events,https://www.facebook.com/CvilleDSA/,cvilledsa@gmail.com,https://www.instagram.com/cvilledsa/,,Charlottesville,VA,Chapter,https://twitter.com/cvilledsa,https://charlottesvilledsa.com/,current
recjqr2K3aEywVhg4,2020-10-21T17:59:35.000Z,,,,,https://www.facebook.com/NRVDSA,newrivervalleydsa@gmail.com,,,New River Valley,VA,Chapter,https://twitter.com/NRVDSA?t=k4u4CO0oV5fKFcsOjKPfmQ&s=09,https://www.nrvdsa.org/,current
recHL0sCpfMTFSKVH,2020-06-08T13:08:52.000Z,,,,https://www.dsarichmond.org/events/,https://www.facebook.com/DSARichmond/,admin@dsarichmond.org,https://www.instagram.com/dsarichmond,,Richmond,VA,Chapter,https://twitter.com/dsarichmond,https://www.dsarichmond.org/,current
recUS1y5dyWBgOMlU,2026-05-28T22:40:24.000Z,,,,,,svalleydsa@gmail.com,,https://linktr.ee/svalleydsa,Shenandoah Valley,VA,Organizing Committee,,,current
recj6j8cUEqNSL0vs,2020-06-08T13:08:52.000Z,http://tidewaterdsa.com/category/statements/,,,http://tidewaterdsa.com/events/,https://www.facebook.com/tidewaterDSA/,tidewaterdsa@gmail.com,https://instagram.com/tidewaterdsa,,Tidewater,VA,Chapter,https://twitter.com/tidewaterdsa,http://tidewaterdsa.com/,current
recyh0MnrKMpa5ksT,2020-06-08T13:08:52.000Z,https://greenmountaindsa.org/blog,https://bsky.app/profile/greenmountaindsa.bsky.social,https://greenmountaindsa.org/contact,https://greenmountaindsa.org/,https://www.facebook.com/champvalleydsa,hello@greenmountaindsa.org,https://www.instagram.com/greenmountaindsa,,Green Mountain,VT,Chapter,https://x.com/GreenMtnDSA,https://www.greenmountaindsa.org,current
recvArS0dntwW1IAN,2020-09-03T13:18:36.000Z,,https://bsky.app/profile/norolydsa.bsky.social,https://noroly.chapters.dsausa.org/subscribe/,https://noroly.chapters.dsausa.org/calendar/,https://www.facebook.com/NorOlyDSA,NorOlyDSA@gmail.com,https://www.instagram.com/norolydsa/,,North Olympic,WA,Chapter,,https://noroly.chapters.dsausa.org/,current
recZEmQ3fZ8C96hFj,2020-06-08T13:08:52.000Z,,,,https://olydsa.org/calendar,https://www.facebook.com/OlympiaDSA/,dsaolympia@gmail.com,https://www.instagram.com/dsaolympia/?hl=en,,Olympia,WA,Chapter,https://twitter.com/dsaolympia,https://olydsa.org/,current
recKGSp2UlG6V0tOG,2023-11-07T20:18:06.000Z,,,https://actionnetwork.org/forms/sign-up-to-get-involved-with-palouse-dsa,https://palousedsa.org/calendar/,https://www.facebook.com/palousedsa,contact@palousedsa.org,https://www.instagram.com/palousedsa/,https://linktr.ee/palousedsa,Palouse,WA,Chapter,,https://palousedsa.org/,current
recpqx4umiFvMDHFb,2020-06-08T13:08:52.000Z,https://seattledsa.org/blog/,https://bsky.app/profile/seattledsa.org,https://seattledsa.org/signup/,https://seattledsa.org/events/,https://www.facebook.com/SeattleDSA/,info@seattleDSA.org,https://www.instagram.com/seattledsa,linktr.ee/seattledsa,Seattle,WA,Chapter,https://twitter.com/SeattleDSA,https://seattledsa.org/,current
recctY4m66GPHpzR9,2026-05-28T22:41:03.000Z,,https://bsky.app/profile/skagitdsa.bsky.social,,,,skagitdsa@proton.me,https://www.instagram.com/skagitdsa/,,Skagit County,WA,Organizing Committee,,,current
rec0T5hL44DwnSPD0,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/snocodsa.bsky.social,,https://www.snocodsa.org/events,https://www.facebook.com/DSAEverett,info@snocodsa.org,https://www.instagram.com/snocodsa/,,Snohomish County,WA,Chapter,https://x.com/SnoCoDSA,https://www.snocodsa.org/,current
reckm1enHokOuFlIg,2020-06-08T13:08:52.000Z,,,spokanedsa@googlegroups.com,,https://www.facebook.com/SpokaneDSA/,spokanedsa@gmail.com,https://www.instagram.com/spokanedsa/,,Spokane,WA,Chapter,@spokanedsa,,current
recQxboVdYCfhycxy,2020-06-08T13:08:52.000Z,,,,https://tacomadsa.org/calendar/tacoma-dsa-events/,https://www.facebook.com/TacomaDSA/,info@tacomadsa.org,https://www.instagram.com/tacomadsa/,,Tacoma & Pierce County,WA,Chapter,https://twitter.com/TacomaDSA,https://tacomadsa.org/,current
recRnRBOtlahzPwKw,2025-04-07T19:06:58.000Z,,,,,,dsawallawalla@gmail.com,https://www.instagram.com/dsawallawalla/,,Walla Walla Valley,WA,Chapter,,,current
recBruNtTZ2dP0LS1,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/westsounddsa.bsky.social,https://westsound.dsachapters.org/contact/,https://westsound.dsachapters.org/calendar/,https://www.facebook.com/WestSoundDSA/,westsounddsa@gmail.com,https://www.instagram.com/westsounddsa/,http://linktr.ee/westsounddsa ,West Sound,WA,Chapter,https://x.com/WestSoundDSA,https://westsound.dsachapters.org/,current
recAMEFt6zcivHblv,2020-06-08T13:08:52.000Z,,,,https://sites.google.com/view/whatcomdsa/calendar,https://www.facebook.com/whatcomdsa/,whatcomdsa@gmail.com,https://www.instagram.com/whatcomdsa/,,Whatcom County,WA,Chapter,https://twitter.com/whatcomdsa,https://whatcomdsa.org/,current
recUThoJ9hyjz5yjQ,2026-06-30T23:09:14.000Z,,https://bsky.app/profile/centralwisdsa.bsky.social,https://actionnetwork.org/forms/sign-up-to-get-involved-with-central-wisconsin-dsa,,https://www.facebook.com/CentralWisconsinDSA,CentralWisDSA@proton.me,https://www.instagram.com/centralwisconsindsa/,,Central Wisconsin,WI,Organizing Committee,https://x.com/CentralWisDSA,,current
recHocT4UDAoXZ3S5,2025-05-16T21:57:25.000Z,,,,,,chippewavalleydsa@gmail.com,,,Chippewa Valley,WI,Chapter,,,current
recWZOlBPS27UNYrF,2020-10-21T17:59:35.000Z,,,,https://coulee.dsawi.org/calendar/,https://www.facebook.com/couleedsa/,couleedsa@gmail.com,https://www.instagram.com/couleedsa/,,Coulee Region,WI,Chapter,https://twitter.com/couleedsa,http://coulee.dsawi.org/,current
recv4FrF1pEnsHKPz,2020-06-08T13:08:52.000Z,https://redmadison.com/,,https://actionnetwork.org/forms/dsa-email-subscribe,madison-dsa.org/events,https://www.facebook.com/dsamadison,dsamadison@gmail.com,https://www.instagram.com/dsamadison/,https://linktr.ee/madisonareadsa,Madison Area,WI,Chapter,https://twitter.com/DSAMadison,https://madison-dsa.org/,current
recJ9hP2ah69IisXt,2020-06-08T13:08:52.000Z,,,https://actionnetwork.org/forms/ef863cc96d10512d5db189f3c86adb93c56526d4?source=direct_link&,http://milwaukee.dsawi.org/calendar/,https://www.facebook.com/DSAMKE/,milwaukeedsa@gmail.com,https://www.instagram.com/mkedsa/,,Milwaukee,WI,Chapter,https://twitter.com/mkedsa,https://milwaukee.dsawi.org/,current
reco5CqqnJ0KEhQQr,2021-01-20T20:25:18.000Z,,https://bsky.app/profile/greenbaydsa.bsky.social,,,https://www.facebook.com/greenbaydsa,DSAGreenBay@gmail.com,,,North East Wisconsin,WI,Chapter,http://x.com/dsagreenbay,,current
recm7aEDlIMCfYmMY,2020-06-08T13:08:52.000Z,https://rockriverrose.wordpress.com/,https://bsky.app/profile/rockriverdsa.bsky.social,https://actionnetwork.org/forms/rock-river-dsa-email-list,https://rockriver.dsawi.org/calendar/,https://www.facebook.com/RockRiverDSA,RockRiverDSA@gmail.com,https://www.instagram.com/rockriverdsa,https://linktr.ee/RockRiverDSA,Rock River,WI,Chapter,https://x.com/dsarockriver,https://rockriver.dsawi.org/,current
recDXW5domMEJaGqg,2026-06-30T23:08:37.000Z,,,,,https://www.facebook.com/WheelingDSA/,contact@wheelingdsa.org,https://www.instagram.com/wheeling.dsa/,https://linktr.ee/wheeling.dsa,Wheeling,"WV, OH",Organizing Committee,,,current
